Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;3;1;4;7;4;6;2;6;2;5;3;9;4;5;3;3;1;9;2;4;6;1;1;3;6;5;3
1000001;1A;2;0;2;1;0;2;2;6;0;1;1;6;0;4;0;0;0;3;0;4;0;0;1;1;1;1;1
1000002;1A;2;1;2;2;1;4;2;6;0;3;0;2;1;1;0;0;1;8;2;1;2;0;0;3;5;4;2
1000003;1A;2;1;4;1;1;5;2;6;1;1;2;4;0;4;3;0;0;1;0;1;1;1;0;3;3;5;0
1000004;1A;1;1;2;3;0;2;2;3;2;3;2;6;0;0;3;2;0;8;1;2;4;1;1;2;1;1;0
1000005;1A;1;0;1;7;4;2;1;3;1;5;3;6;4;1;2;2;1;9;1;3;4;1;1;1;4;5;1
1000006;1A;1;0;0;4;2;4;2;1;1;1;0;5;1;5;3;0;0;4;0;1;0;0;0;2;0;0;0
1000007;1A;0;1;2;5;4;1;1;6;0;5;1;2;1;5;3;3;0;8;1;3;5;0;0;2;4;4;3
1000008;1A;1;1;3;2;4;2;2;3;2;1;0;9;1;3;2;0;0;5;2;0;5;0;0;2;4;1;0
1000009;1A;0;1;4;1;1;4;1;6;2;3;0;3;4;2;1;0;1;1;1;2;6;0;1;0;3;2;3
1000010;1A;2;0;2;2;2;1;2;0;2;4;1;8;4;2;1;1;1;7;1;1;4;1;1;2;2;3;3
1000011;1A;0;0;2;4;4;6;0;6;2;4;2;9;1;3;3;2;0;7;2;2;1;1;1;3;1;4;2
1000012;1A;1;1;1;1;3;6;1;0;1;5;3;4;2;0;2;2;1;1;2;0;1;1;0;0;3;3;2
1000013;1A;3;1;4;5;1;3;2;0;1;3;2;4;1;1;1;0;1;0;2;0;4;0;0;1;3;4;1
1000014;1A;2;0;3;1;2;5;2;2;1;0;2;7;3;1;2;0;0;0;0;0;1;0;1;1;6;4;2
1000015;1A;3;0;0;4;3;3;1;3;2;2;0;8;1;1;3;2;0;5;1;2;6;1;0;2;1;0;2
1000016;1A;3;1;1;6;0;3;1;6;1;4;0;7;0;3;2;0;0;5;0;0;0;0;0;2;2;5;2
1000017;1A;1;0;4;2;3;6;0;3;2;2;1;5;0;5;0;2;1;3;0;3;5;0;0;1;4;0;1
