Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;3;10;3;7;1;7;5;9
1000001;1A;5;2;5;1;7;0;4;4;3
1000002;1A;3;1;7;1;0;0;3;1;6
1000003;1A;7;1;1;1;7;0;5;3;4
1000004;1A;1;1;9;2;2;1;1;4;1
1000005;1A;6;2;5;1;5;1;3;0;3
1000006;1A;6;1;0;3;1;1;6;4;5
1000007;1A;1;0;2;3;2;0;1;5;2
1000008;1A;0;3;8;1;6;0;7;4;7
1000009;1A;6;1;0;1;3;1;3;3;7
1000010;1A;8;0;9;3;1;0;7;5;6
1000011;1A;5;1;7;3;4;1;2;0;9
1000012;1A;9;1;4;1;1;0;3;5;7
1000013;1A;3;3;0;3;5;1;1;3;2
1000014;1A;6;0;6;0;5;1;3;4;2
1000015;1A;6;0;9;1;3;1;0;3;0
1000016;1A;10;2;7;1;4;0;5;2;4
1000017;1A;3;2;8;0;5;1;4;0;2
1000018;1A;9;2;8;0;0;0;7;5;5
1000019;1A;0;0;0;3;2;1;1;5;6
1000020;1A;0;0;4;0;6;0;1;3;3
1000021;1A;6;1;3;1;6;0;6;0;4
1000022;1A;6;0;8;3;7;1;0;5;4
1000023;1A;3;2;5;3;2;1;5;0;0
1000024;1A;3;0;3;0;7;0;3;3;1
1000025;1A;7;0;2;0;3;0;2;0;1
1000026;1A;4;1;3;2;4;1;1;5;9
1000027;1A;4;1;5;2;6;1;2;1;2
1000028;1A;0;3;9;3;5;0;7;5;3
1000029;1A;3;3;3;3;1;0;3;4;5
1000030;1A;10;0;6;3;1;0;1;4;2
1000031;1A;6;3;7;0;0;0;5;1;2
1000032;1A;8;3;8;3;3;0;4;2;4
1000033;1A;4;0;1;0;3;0;7;1;7
1000034;1A;10;3;8;1;4;1;5;2;9
1000035;1A;1;3;8;0;6;1;6;5;6
1000036;1A;6;1;3;2;0;0;1;2;6
1000037;1A;10;0;5;3;5;0;4;3;0
1000038;1A;0;1;9;3;3;0;5;4;2
1000039;1A;8;1;3;2;4;0;5;4;1
1000040;1A;6;0;10;3;7;1;1;0;4
1000041;1A;0;0;10;3;4;0;2;3;4
