Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;5;6;9;7;5;2
1000001;1A;5;6;7;4;4;0
1000002;1A;4;1;2;7;5;1
1000003;1A;0;0;2;7;2;0
1000004;1A;3;0;1;7;0;1
1000005;1A;2;6;1;7;1;0
1000006;1A;2;6;5;5;4;0
1000007;1A;3;4;7;7;3;1
1000008;1A;2;3;0;3;5;0
1000009;1A;4;6;7;1;3;2
1000010;1A;5;4;2;3;3;2
1000011;1A;3;5;7;7;4;2
1000012;1A;5;2;8;5;4;2
1000013;1A;4;1;5;5;5;2
1000014;1A;3;6;3;3;1;2
1000015;1A;2;4;6;4;5;2
1000016;1A;2;5;1;1;1;0
1000017;1A;5;1;4;4;2;2
1000018;1A;5;1;9;6;2;2
1000019;1A;2;0;0;3;5;0
1000020;1A;1;6;7;1;5;2
1000021;1A;2;2;1;6;1;0
1000022;1A;2;2;4;0;4;2
1000023;1A;5;5;3;3;0;0
1000024;1A;0;4;7;1;4;2
1000025;1A;2;0;7;2;5;0
