Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;6;7;6;6;4;4;5;3;2;8;9;1;6;5;1;6;9;10;1;5;2;7;2;1
1000001;1A;3;0;5;5;3;0;2;0;0;7;4;1;0;2;1;1;3;6;1;3;1;3;0;1
1000002;1A;1;0;2;1;4;2;0;1;2;6;9;1;4;4;1;6;9;0;1;3;2;5;2;1
1000003;1A;1;3;3;4;0;0;4;1;0;1;0;1;2;1;1;1;5;0;1;4;0;2;0;1
1000004;1A;4;6;0;1;0;3;3;2;0;8;3;0;6;2;1;3;3;4;0;4;1;1;1;1
1000005;1A;0;5;2;2;2;3;2;1;2;2;3;1;2;0;0;5;3;4;1;4;1;7;2;0
1000006;1A;3;2;5;2;1;1;5;0;2;4;7;1;3;2;1;6;4;10;0;0;1;5;1;1
1000007;1A;0;4;5;1;0;2;2;1;2;3;9;1;6;0;1;3;2;3;1;5;0;3;2;1
1000008;1A;4;5;1;4;4;3;1;2;0;3;7;0;2;3;0;2;6;7;1;3;2;4;2;0
1000009;1A;6;3;5;1;0;3;5;1;0;5;5;0;0;4;1;2;7;3;1;5;0;4;2;0
1000010;1A;6;2;0;2;3;3;0;0;1;7;6;0;5;4;1;4;2;4;1;1;0;2;2;1
1000011;1A;3;7;4;2;0;2;4;1;2;5;7;0;1;3;0;6;3;4;1;1;1;5;1;0
1000012;1A;1;6;3;4;4;2;3;0;2;1;8;1;0;1;1;2;2;0;1;1;2;5;1;0
1000013;1A;6;4;4;2;3;2;1;0;1;8;1;1;3;1;0;0;3;8;1;3;0;4;2;0
1000014;1A;0;3;6;4;4;1;1;2;0;1;6;1;6;0;0;6;9;2;1;5;2;7;2;1
