Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;7;1;9;10;2;8;4;9;8;2;7;8
1000001;1A;3;1;8;1;2;8;2;2;2;0;1;3
1000002;1A;6;0;3;3;1;3;0;8;3;0;0;7
1000003;1A;1;0;6;9;0;8;2;1;6;0;6;2
1000004;1A;7;1;2;0;0;6;4;9;1;0;6;5
1000005;1A;0;0;5;1;1;0;3;7;2;0;7;0
1000006;1A;5;0;1;9;0;7;0;1;8;1;0;0
1000007;1A;3;1;0;8;2;4;2;4;3;2;7;4
1000008;1A;5;0;8;9;0;8;1;3;0;0;1;3
1000009;1A;0;1;2;8;1;5;1;5;7;1;4;1
1000010;1A;6;0;8;8;0;8;3;5;8;0;2;5
1000011;1A;3;0;2;10;2;8;3;2;0;1;0;7
1000012;1A;0;0;2;7;0;7;0;8;4;0;1;4
1000013;1A;0;1;1;6;1;0;1;5;6;2;4;6
1000014;1A;2;1;4;7;0;2;4;7;8;0;2;3
1000015;1A;7;0;9;10;0;5;1;4;0;1;5;5
1000016;1A;6;1;6;5;1;4;1;4;4;2;5;5
1000017;1A;6;0;3;8;0;2;3;2;5;1;7;0
1000018;1A;5;1;2;3;1;8;2;3;6;1;3;3
1000019;1A;4;0;9;6;2;4;4;3;2;0;3;4
1000020;1A;7;1;1;8;1;8;2;0;4;2;3;1
1000021;1A;1;0;5;4;2;5;1;7;0;0;4;4
