Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;7;1;7;9;8;2;7;2;8
1000001;1A;3;1;4;3;2;0;7;0;6
1000002;1A;1;0;1;5;6;2;3;0;2
1000003;1A;4;1;2;6;1;0;5;0;0
1000004;1A;5;0;7;1;7;1;0;1;8
1000005;1A;6;1;7;6;4;1;4;1;3
1000006;1A;6;0;0;9;1;1;0;1;6
1000007;1A;1;0;4;9;1;1;6;2;6
1000008;1A;6;1;5;4;3;1;1;0;7
1000009;1A;1;1;7;1;6;2;3;2;2
1000010;1A;3;0;5;9;7;2;0;0;0
1000011;1A;6;1;0;1;8;2;0;2;7
1000012;1A;3;0;4;1;8;1;3;0;0
1000013;1A;1;0;7;6;3;0;6;0;0
1000014;1A;0;0;6;3;0;1;0;0;2
1000015;1A;3;1;2;2;4;2;2;0;5
1000016;1A;4;0;4;0;5;0;7;1;5
1000017;1A;2;1;5;8;1;1;4;2;7
1000018;1A;5;0;7;6;0;1;7;2;6
1000019;1A;5;0;3;9;1;0;0;0;1
1000020;1A;2;0;7;8;6;0;4;2;1
1000021;1A;6;1;0;3;2;0;0;1;3
1000022;1A;5;0;5;1;2;0;5;2;6
1000023;1A;7;0;6;0;2;2;2;0;1
1000024;1A;1;0;3;9;5;2;7;2;7
1000025;1A;5;1;3;9;8;2;7;0;7
1000026;1A;7;1;1;8;7;1;5;2;6
1000027;1A;4;0;1;5;7;2;6;0;2
1000028;1A;5;0;1;5;4;1;1;0;1
1000029;1A;7;0;6;6;4;2;0;1;1
1000030;1A;7;0;1;2;4;1;1;2;2
1000031;1A;1;1;0;2;0;1;2;0;7
1000032;1A;5;1;2;9;0;1;6;2;7
1000033;1A;2;0;5;7;1;0;4;0;0
1000034;1A;0;0;2;6;2;0;0;0;6
1000035;1A;3;0;3;2;3;1;4;1;6
1000036;1A;3;0;1;0;1;0;1;0;6
1000037;1A;1;1;0;2;3;2;5;2;4
1000038;1A;1;0;6;5;7;2;5;1;1
1000039;1A;5;0;5;9;8;2;2;1;6
1000040;1A;6;1;7;3;0;1;0;1;8
