Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;10;5;10;6;10;8;3;9
1000001;1A;4;2;1;7;2;6;4;2;0
1000002;1A;7;7;0;9;1;2;8;3;1
1000003;1A;3;9;2;2;1;8;0;1;6
1000004;1A;1;8;5;4;5;7;5;1;8
1000005;1A;7;8;2;1;4;4;6;1;8
1000006;1A;2;9;0;8;1;1;3;3;2
1000007;1A;6;4;5;7;6;1;5;1;7
1000008;1A;2;1;0;0;1;7;1;1;0
1000009;1A;3;1;4;7;5;1;0;0;4
1000010;1A;10;6;5;6;1;4;3;0;0
1000011;1A;8;9;0;7;0;3;1;3;1
1000012;1A;2;5;1;1;5;8;8;0;5
1000013;1A;3;6;2;3;5;8;6;0;1
1000014;1A;5;5;2;9;6;9;8;2;6
1000015;1A;7;2;4;7;5;0;2;1;4
1000016;1A;10;5;2;3;3;0;1;1;2
1000017;1A;5;1;3;10;4;7;3;2;6
1000018;1A;2;2;0;2;5;4;7;2;6
1000019;1A;4;5;4;8;6;10;6;1;7
1000020;1A;4;10;1;7;2;8;4;3;8
1000021;1A;9;4;4;0;2;3;3;1;1
1000022;1A;9;1;5;2;3;2;1;3;7
1000023;1A;0;2;3;9;3;5;3;3;0
1000024;1A;8;4;3;8;0;6;7;1;5
1000025;1A;9;3;3;7;1;8;7;2;5
1000026;1A;3;8;4;2;5;7;5;2;5
1000027;1A;2;5;0;3;2;0;2;0;1
1000028;1A;8;4;1;1;6;4;2;1;5
1000029;1A;2;7;3;4;4;6;0;3;4
1000030;1A;3;8;3;9;1;7;6;1;9
1000031;1A;8;5;0;2;0;7;1;1;3
1000032;1A;1;8;2;6;4;1;2;3;0
1000033;1A;9;0;1;2;6;1;6;2;6
1000034;1A;0;10;0;5;0;5;2;0;6
1000035;1A;4;1;2;8;6;6;7;2;5
1000036;1A;9;8;0;7;1;4;6;0;0
1000037;1A;2;1;0;8;0;1;4;1;0
1000038;1A;6;1;2;3;4;7;4;2;0
1000039;1A;3;0;2;0;1;10;1;3;1
1000040;1A;4;2;0;4;5;5;8;3;3
1000041;1A;6;1;3;2;3;8;8;1;7
1000042;1A;3;8;2;0;1;2;4;1;8
1000043;1A;10;1;1;3;6;4;4;3;2
1000044;1A;6;7;5;6;5;10;8;1;9
