Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;5;8;2;7;9;3;10;7;7;9;1;1;9;2;6;6;7;5;10;3;2;7;1;8
1000001;1A;5;2;2;2;5;2;4;6;4;8;0;1;9;0;3;6;6;3;8;0;0;2;1;2
1000002;1A;4;2;0;3;0;1;1;3;5;3;1;0;5;0;6;0;6;0;10;3;2;7;1;8
1000003;1A;0;1;1;1;5;0;2;6;7;7;1;1;9;2;3;2;1;5;10;0;1;0;0;2
1000004;1A;2;4;1;0;3;2;1;0;2;0;1;0;7;1;3;1;5;1;0;1;2;2;0;4
1000005;1A;1;0;1;3;9;3;8;3;2;3;0;0;4;0;4;5;3;0;8;0;0;6;1;4
1000006;1A;2;8;2;2;3;0;10;0;3;2;0;0;1;0;3;3;6;0;6;3;2;7;0;2
1000007;1A;0;8;1;0;4;2;0;1;7;8;1;1;1;2;5;6;5;5;4;1;0;0;1;8
1000008;1A;1;6;1;1;4;3;2;1;3;1;0;0;2;1;3;0;6;2;4;1;2;1;1;1
1000009;1A;5;0;2;3;5;2;2;4;2;8;1;0;1;2;5;4;1;5;10;0;1;3;0;3
1000010;1A;5;3;2;1;2;1;1;3;2;1;1;0;8;2;6;0;3;1;7;1;1;1;1;0
1000011;1A;4;0;2;4;7;2;1;5;1;3;1;0;7;0;0;0;5;4;10;0;0;5;0;4
1000012;1A;5;6;0;0;1;0;0;7;5;5;0;1;9;2;2;4;4;1;7;0;1;4;0;5
1000013;1A;0;4;2;3;3;1;4;0;0;9;0;1;9;1;5;5;4;0;5;0;2;3;0;2
1000014;1A;3;0;1;6;7;3;1;1;5;1;0;0;2;1;3;2;6;2;3;3;0;0;0;8
1000015;1A;4;6;2;6;9;0;9;1;5;5;0;1;3;1;2;5;2;0;5;2;2;0;0;0
