Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;7;8;1;3;10;3;8;5;6;10;1;2
1000001;1A;2;4;1;3;9;3;1;2;0;8;1;1
1000002;1A;7;1;1;2;5;3;2;0;1;1;1;0
1000003;1A;5;1;0;1;3;3;8;0;1;2;0;1
1000004;1A;1;3;0;1;7;3;0;0;1;7;1;2
1000005;1A;0;3;1;1;1;0;2;1;2;5;0;0
1000006;1A;6;6;1;1;5;0;8;5;3;7;1;0
1000007;1A;6;0;1;3;2;3;1;2;4;2;0;2
1000008;1A;5;2;0;1;10;0;8;2;1;1;1;2
1000009;1A;1;1;0;1;10;2;0;4;2;10;0;2
1000010;1A;2;5;1;2;3;0;5;2;1;3;0;2
1000011;1A;5;4;1;1;6;3;4;2;2;1;0;0
1000012;1A;0;0;1;1;8;0;3;5;0;8;0;0
1000013;1A;3;3;0;3;9;2;3;4;3;2;0;0
1000014;1A;0;2;1;0;8;2;3;4;4;6;1;0
1000015;1A;6;4;0;0;9;2;2;3;4;3;1;2
1000016;1A;4;3;1;1;3;1;0;1;3;7;0;0
1000017;1A;5;2;1;2;9;1;2;5;2;1;0;0
1000018;1A;0;3;0;0;4;0;2;0;5;1;0;2
1000019;1A;1;7;0;2;2;3;2;3;2;2;0;1
1000020;1A;0;2;1;1;6;0;8;5;0;3;1;0
1000021;1A;4;5;1;1;4;2;3;5;6;6;0;0
1000022;1A;2;7;0;0;1;0;6;1;2;8;0;1
1000023;1A;2;6;1;1;8;3;7;2;2;5;1;1
1000024;1A;3;1;0;2;5;3;2;5;4;7;1;1
1000025;1A;3;2;1;0;1;1;8;3;1;1;1;1
1000026;1A;7;0;0;1;2;3;7;2;4;4;0;1
1000027;1A;6;4;1;3;6;1;1;4;4;5;0;2
1000028;1A;5;2;1;1;9;1;8;3;1;5;1;0
1000029;1A;3;5;0;3;10;1;7;1;1;4;1;0
1000030;1A;3;0;1;0;4;1;0;2;5;5;0;2
1000031;1A;7;0;1;0;10;1;4;3;5;0;0;2
1000032;1A;4;4;1;1;7;3;4;4;6;9;1;2
1000033;1A;3;7;1;3;9;1;0;4;4;9;0;0
