Deelvraag;;1.1;1.2;1.3
Meerekenen;;true;true;true
Punten;;5;3;9
1000001;1A;0;2;6
1000002;1A;3;0;2
1000003;1A;0;0;0
1000004;1A;3;3;9
1000005;1A;3;1;3
1000006;1A;4;2;0
1000007;1A;1;2;0
1000008;1A;4;0;1
1000009;1A;2;1;7
1000010;1A;5;2;8
1000011;1A;4;0;8
1000012;1A;3;0;4
1000013;1A;2;3;6
1000014;1A;1;0;4
1000015;1A;1;3;5
1000016;1A;0;2;2
1000017;1A;5;1;5
1000018;1A;0;1;2
1000019;1A;3;1;5
1000020;1A;0;0;6
1000021;1A;1;1;2
1000022;1A;5;0;7
1000023;1A;4;2;1
1000024;1A;5;2;0
1000025;1A;1;3;2
1000026;1A;0;2;7
1000027;1A;0;1;8
1000028;1A;0;0;7
1000029;1A;2;1;8
