Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;2;8;10;4;3;10;8;4;1;2;8;4;3;6;7;9;8;1;3;5;9;3;10;3
1000001;1A;1;2;1;1;2;7;3;1;0;1;1;1;0;6;5;7;5;0;2;2;3;2;2;3
1000002;1A;2;3;7;0;2;2;6;0;0;2;6;1;1;3;0;4;6;0;2;1;0;3;1;0
1000003;1A;1;8;1;1;0;1;3;3;1;2;8;1;3;6;4;8;3;1;2;1;1;0;1;0
1000004;1A;0;1;4;1;0;5;3;1;1;2;1;3;0;0;4;6;2;0;0;3;9;3;10;3
1000005;1A;2;8;1;4;1;6;8;1;0;0;6;2;0;5;6;0;0;0;1;3;1;3;4;3
1000006;1A;2;6;1;1;1;5;1;3;1;2;2;4;3;5;4;5;2;1;2;5;2;1;0;3
1000007;1A;2;4;10;1;2;2;4;1;1;0;4;3;1;2;0;1;4;0;2;2;4;2;2;2
1000008;1A;1;8;7;2;0;9;5;3;1;2;1;0;2;4;4;0;8;1;2;5;0;1;10;2
1000009;1A;1;6;2;0;3;6;3;3;1;1;1;0;3;4;0;8;7;0;1;1;7;1;5;1
1000010;1A;0;4;1;3;2;10;6;1;0;2;3;1;1;3;4;8;5;1;2;0;4;3;1;0
1000011;1A;0;0;9;4;2;2;6;3;1;1;2;3;3;3;7;2;3;0;0;2;9;0;6;1
1000012;1A;2;5;1;2;3;3;7;2;1;2;4;0;2;2;3;7;4;0;1;0;8;3;2;0
1000013;1A;2;5;5;0;0;2;2;3;0;1;1;4;3;0;3;0;1;0;2;5;8;3;4;2
1000014;1A;0;6;6;2;0;9;7;1;1;0;6;2;3;2;3;2;8;0;3;1;5;3;8;1
1000015;1A;0;3;5;1;1;10;4;1;1;0;7;4;1;5;6;8;5;1;0;0;8;3;2;3
1000016;1A;0;6;8;1;1;0;2;2;0;0;0;1;3;6;4;9;2;0;1;4;8;3;6;3
1000017;1A;2;5;7;2;0;1;4;2;1;0;0;3;1;4;2;3;5;1;1;1;2;0;8;2
1000018;1A;1;5;5;3;0;3;2;3;1;0;6;2;0;5;6;6;3;1;3;0;7;1;1;0
1000019;1A;0;7;2;4;2;3;7;2;0;0;6;2;1;6;3;3;5;0;1;1;7;0;4;0
1000020;1A;1;7;6;2;1;10;4;4;1;0;2;4;2;0;2;4;5;1;2;1;6;3;8;1
1000021;1A;0;5;4;1;2;8;3;1;1;2;5;4;3;2;5;9;4;0;0;2;1;3;6;0
1000022;1A;0;0;6;0;0;6;8;2;0;1;5;2;3;6;4;7;5;1;2;4;9;3;6;1
1000023;1A;0;4;8;3;1;2;5;2;1;2;0;0;1;5;5;6;1;0;0;3;0;3;0;2
1000024;1A;0;7;8;3;0;2;3;2;1;0;7;0;3;3;6;4;3;1;0;0;1;2;4;2
1000025;1A;0;5;6;2;0;5;6;3;0;0;3;3;0;0;4;7;5;0;3;3;6;2;2;0
1000026;1A;2;4;9;4;0;10;3;0;0;2;5;1;3;0;2;3;8;0;3;1;7;1;7;0
1000027;1A;2;2;0;3;0;6;3;2;1;0;6;1;0;0;3;2;2;0;1;3;6;2;3;2
1000028;1A;2;3;0;4;3;4;3;2;1;1;6;2;2;1;6;5;8;0;2;1;3;3;10;1
1000029;1A;2;0;5;0;0;8;1;2;0;0;2;0;0;5;7;7;2;0;1;2;4;0;0;1
1000030;1A;1;4;8;1;2;0;4;4;0;1;4;4;2;5;4;3;8;1;2;3;1;3;5;2
1000031;1A;2;5;8;1;0;1;1;3;0;1;5;3;3;0;7;0;4;0;2;0;6;0;4;0
1000032;1A;2;7;8;2;1;7;4;0;1;2;8;0;1;0;2;9;7;0;2;0;5;1;1;1
1000033;1A;2;3;7;1;3;0;6;1;0;1;0;2;3;2;7;8;5;0;2;3;5;2;3;3
1000034;1A;1;7;4;3;0;7;7;3;0;2;0;0;0;5;6;1;7;1;3;2;0;2;9;0
1000035;1A;1;5;5;1;1;3;3;0;1;1;6;2;1;1;0;2;2;0;0;5;5;2;0;0
1000036;1A;1;0;10;2;0;10;0;2;1;0;6;0;1;5;4;0;1;1;0;3;4;2;10;0
1000037;1A;1;1;0;3;1;7;1;2;1;0;6;1;2;3;3;3;7;1;2;1;6;2;1;2
1000038;1A;1;1;3;2;0;4;4;4;1;1;8;1;3;5;4;7;0;1;0;0;6;2;5;0
1000039;1A;0;6;7;4;1;6;8;2;1;1;7;0;0;2;5;9;2;1;3;0;1;2;0;1
1000040;1A;2;7;1;2;0;10;8;0;0;1;3;4;0;4;2;4;4;1;3;2;0;3;5;3
1000041;1A;0;3;3;0;2;10;5;1;1;0;7;1;0;5;3;5;6;0;2;3;3;1;1;1
1000042;1A;1;1;3;1;1;2;1;2;1;1;3;2;0;6;6;7;1;0;3;3;9;1;3;1
1000043;1A;0;4;2;0;3;5;8;1;1;1;7;2;0;5;2;6;5;0;2;0;2;0;5;2
