Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;3;7;7;5;7;6;2;2;4;3;3;3;9;1;7
1000001;1A;1;1;6;1;2;0;2;2;2;0;3;0;4;1;5
1000002;1A;3;4;2;1;6;5;1;1;0;3;2;2;9;1;0
1000003;1A;3;4;0;2;5;2;2;2;4;2;3;3;8;0;4
1000004;1A;3;2;4;5;6;4;1;2;0;3;1;1;4;1;2
1000005;1A;2;0;2;1;5;0;1;2;0;2;0;0;9;0;2
1000006;1A;2;5;3;5;2;2;1;2;2;2;2;0;6;0;4
1000007;1A;3;3;0;2;2;2;2;1;1;1;0;1;8;0;2
1000008;1A;3;0;7;0;6;3;1;1;0;1;3;1;1;1;7
1000009;1A;3;1;0;0;5;1;1;2;2;0;1;1;4;0;5
1000010;1A;2;2;7;3;6;5;1;1;4;2;3;2;6;1;3
1000011;1A;3;6;0;3;3;1;2;1;2;2;0;2;7;0;5
1000012;1A;2;4;1;5;0;0;0;2;0;0;2;2;5;1;4
1000013;1A;0;1;3;5;6;5;2;2;3;1;2;0;1;0;7
1000014;1A;2;6;6;2;3;2;0;2;2;3;2;3;7;1;6
1000015;1A;0;0;6;3;7;0;1;2;0;2;0;3;3;1;0
1000016;1A;3;6;2;2;5;6;1;2;2;3;2;2;2;1;1
1000017;1A;0;3;7;3;0;0;0;0;2;1;1;3;4;1;4
1000018;1A;0;7;3;0;4;3;2;2;1;1;2;3;6;0;7
1000019;1A;0;1;0;3;7;5;2;1;1;3;3;1;2;1;3
1000020;1A;2;6;4;1;1;0;2;2;1;3;1;0;6;1;7
1000021;1A;0;1;2;3;5;5;2;2;0;1;2;2;9;1;4
1000022;1A;0;5;6;2;1;1;0;0;4;3;0;0;3;0;2
1000023;1A;2;0;5;2;0;6;2;0;3;3;2;3;5;0;3
1000024;1A;3;4;4;0;3;3;1;0;3;2;0;2;0;1;0
1000025;1A;3;2;6;4;4;4;0;0;4;1;0;1;2;1;7
1000026;1A;2;3;4;2;2;1;2;1;2;0;0;0;2;1;2
1000027;1A;1;7;4;4;3;4;1;2;1;3;3;0;5;0;7
1000028;1A;3;1;5;2;7;2;0;2;0;2;3;2;3;0;4
1000029;1A;0;0;4;1;0;0;2;2;2;1;1;3;6;1;6
1000030;1A;2;6;4;4;3;1;0;2;2;2;0;2;7;0;7
1000031;1A;2;7;5;2;5;4;2;0;4;1;3;0;7;1;5
1000032;1A;3;5;2;3;0;6;0;2;4;2;3;2;4;0;3
1000033;1A;0;4;4;3;0;6;1;1;1;1;0;3;5;1;5
1000034;1A;0;2;4;5;1;5;1;2;0;1;1;3;9;1;4
1000035;1A;1;1;6;0;5;6;1;1;3;2;0;3;4;1;2
1000036;1A;3;3;0;5;4;5;0;1;2;3;3;1;0;0;1
1000037;1A;2;0;2;4;0;2;2;2;3;2;3;2;0;0;2
1000038;1A;1;7;0;2;5;2;2;2;3;2;1;2;7;1;2
1000039;1A;1;6;5;0;7;5;2;0;2;3;0;0;1;0;7
1000040;1A;2;2;7;1;3;6;2;1;4;2;3;3;2;1;4
1000041;1A;2;1;7;2;5;4;0;0;4;3;2;3;0;1;5
1000042;1A;2;2;2;5;7;4;1;1;2;2;3;3;1;1;5
1000043;1A;1;6;3;4;0;0;0;2;3;1;1;1;9;0;0
1000044;1A;2;3;0;3;3;5;1;0;3;2;1;0;3;1;5
1000045;1A;1;3;2;0;5;1;2;0;3;1;0;2;2;1;6
1000046;1A;0;5;1;3;0;1;0;1;1;2;0;3;0;0;0
1000047;1A;1;3;2;3;0;1;2;1;1;1;3;2;5;0;1
