Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;1;9;3;7;2;9;9;6;5;10;3;5;7;4;6;2;4;3;5;10;10;10;7;8;10;7;5
1000001;1A;1;7;3;5;2;3;4;3;5;6;1;4;2;2;5;0;3;1;1;9;5;7;0;3;6;0;4
1000002;1A;0;5;2;0;1;0;8;2;3;4;3;0;1;2;1;2;0;2;4;8;8;7;4;0;1;4;4
1000003;1A;0;7;3;6;2;1;4;3;0;1;3;2;2;4;1;0;2;2;2;9;9;3;3;1;7;3;1
1000004;1A;1;7;2;1;1;6;5;6;0;4;3;0;5;3;5;1;0;1;3;3;8;3;1;0;1;6;1
1000005;1A;1;3;3;0;0;3;1;1;1;4;2;3;4;2;2;0;0;0;3;5;7;5;3;8;3;6;5
1000006;1A;0;7;2;0;0;0;2;4;0;1;1;4;3;1;0;0;2;1;4;4;3;6;1;1;9;3;3
1000007;1A;1;7;1;1;2;7;1;0;1;1;2;5;7;0;6;0;4;2;5;4;3;1;3;0;9;2;3
1000008;1A;0;1;1;2;0;1;8;2;2;3;1;5;6;3;3;2;3;0;1;8;5;5;1;5;10;7;1
1000009;1A;0;4;2;5;1;8;0;4;3;10;0;1;5;4;1;0;4;0;1;8;8;7;7;5;3;6;2
1000010;1A;1;2;1;6;0;7;2;5;2;1;1;1;3;4;6;1;0;1;0;10;10;2;2;4;8;6;0
1000011;1A;1;1;3;5;0;2;9;6;5;10;1;0;1;4;4;1;3;3;2;10;3;9;6;7;4;0;2
1000012;1A;1;4;1;3;0;5;1;1;2;6;0;0;4;2;2;0;0;3;4;5;6;8;7;6;10;0;4
1000013;1A;0;1;3;1;2;3;8;3;1;2;0;2;5;4;4;1;1;3;4;10;3;7;0;2;10;3;2
1000014;1A;1;3;1;5;2;8;3;0;1;9;0;1;3;2;1;1;3;1;0;10;10;2;3;3;6;5;5
1000015;1A;1;5;2;4;1;4;8;3;4;9;2;5;6;4;5;0;0;3;0;1;5;10;2;4;1;0;4
1000016;1A;0;4;1;1;1;4;0;4;1;1;1;5;6;3;3;0;0;3;4;7;4;2;3;5;7;7;1
1000017;1A;0;9;2;1;1;2;8;2;2;8;1;3;7;2;5;0;3;2;4;1;5;8;1;0;2;6;0
1000018;1A;1;5;3;1;1;9;1;5;0;2;0;2;2;2;6;2;1;1;1;5;10;3;2;3;5;4;1
1000019;1A;0;2;1;4;2;8;1;3;4;8;1;3;6;3;4;1;1;0;3;0;2;3;7;1;3;5;0
1000020;1A;0;1;0;6;1;1;8;2;2;4;2;3;3;3;0;2;3;3;0;6;2;8;6;5;3;4;4
1000021;1A;0;5;2;4;2;7;7;1;3;4;2;4;0;0;4;2;0;1;3;9;10;2;7;7;2;6;0
1000022;1A;1;5;0;6;1;0;4;6;5;4;3;3;3;3;3;1;4;3;0;10;3;2;2;8;9;2;2
1000023;1A;0;3;2;5;1;2;4;4;0;10;3;0;0;4;2;2;0;3;1;10;4;2;3;2;10;3;5
1000024;1A;1;6;3;7;2;0;6;4;4;8;3;4;6;0;0;0;0;1;1;5;3;1;3;1;1;1;5
1000025;1A;1;0;3;0;2;3;3;4;5;5;3;0;7;2;2;2;0;3;0;8;2;2;3;8;6;5;1
1000026;1A;1;6;2;1;2;1;1;6;1;3;1;2;7;0;6;2;2;2;0;7;6;0;4;7;2;1;4
1000027;1A;1;3;1;2;0;1;9;3;5;3;1;0;2;2;3;0;3;0;1;2;5;0;6;1;5;5;5
1000028;1A;0;5;0;2;2;8;2;2;5;9;2;5;5;0;2;0;1;1;0;1;7;9;3;0;5;1;0
1000029;1A;0;8;0;0;2;5;6;4;5;8;2;2;1;4;2;1;4;0;1;4;9;5;4;5;3;5;1
1000030;1A;0;4;0;0;2;4;1;1;2;6;3;2;2;0;2;1;1;3;3;8;0;7;3;4;2;4;2
1000031;1A;1;8;3;1;1;0;8;0;4;10;1;1;3;0;3;2;3;2;1;8;0;6;3;7;0;1;0
1000032;1A;1;0;0;3;2;4;8;3;4;0;3;4;2;4;6;2;2;3;4;4;0;3;6;1;10;7;1
1000033;1A;0;1;0;7;2;1;6;5;3;6;3;5;6;0;1;1;3;3;4;4;6;10;5;4;3;4;4
1000034;1A;0;1;3;1;0;9;1;6;0;4;3;4;5;4;3;1;0;3;0;5;7;5;4;0;0;4;0
1000035;1A;0;5;2;0;1;4;2;6;4;1;2;3;2;2;0;0;4;2;4;2;6;8;6;4;4;3;2
