Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;2;2;6;10;1;6;8;10;2;5;10;4
1000001;1A;0;2;1;3;1;2;0;5;0;2;5;0
1000002;1A;2;0;0;1;1;0;6;5;0;4;10;2
1000003;1A;0;1;4;6;1;3;6;0;0;4;9;2
1000004;1A;0;0;4;10;1;3;3;7;0;0;3;4
1000005;1A;0;1;5;10;0;5;8;5;0;2;0;3
1000006;1A;1;2;3;2;0;4;8;7;0;1;9;3
1000007;1A;0;1;0;7;0;3;0;2;1;1;3;1
1000008;1A;1;1;0;2;0;3;4;3;2;4;9;4
1000009;1A;0;1;6;2;0;4;1;3;1;0;2;4
1000010;1A;0;2;6;10;1;5;4;1;1;3;7;1
1000011;1A;1;1;1;10;0;3;3;7;2;1;9;0
1000012;1A;1;0;1;4;0;2;4;6;2;2;5;0
1000013;1A;2;1;4;7;0;6;8;8;0;1;7;4
1000014;1A;2;1;5;2;0;2;2;0;1;1;3;2
1000015;1A;2;1;1;4;1;0;8;8;0;2;8;3
1000016;1A;1;2;0;6;0;2;2;9;2;2;5;0
1000017;1A;2;1;2;0;1;3;1;3;1;1;0;4
1000018;1A;1;1;6;3;0;1;1;4;2;3;10;2
1000019;1A;1;1;5;7;0;4;4;4;2;4;5;2
1000020;1A;0;1;1;0;1;0;6;2;0;0;7;4
1000021;1A;1;1;4;9;0;0;3;5;1;1;6;0
1000022;1A;1;0;4;5;0;4;7;0;2;3;8;1
1000023;1A;0;2;3;5;1;0;0;10;0;1;2;1
