Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;2;5;4;5;4;7
1000001;1A;2;4;3;0;3;7
1000002;1A;1;2;4;3;3;3
1000003;1A;1;3;2;5;2;0
1000004;1A;2;5;0;5;2;4
1000005;1A;1;3;0;3;0;1
1000006;1A;2;3;1;3;2;3
1000007;1A;2;0;2;1;1;2
1000008;1A;1;1;1;5;2;2
1000009;1A;2;1;3;5;0;6
1000010;1A;0;3;3;0;3;1
1000011;1A;2;5;4;4;4;0
1000012;1A;2;5;2;5;0;5
1000013;1A;1;1;3;5;1;3
1000014;1A;2;4;4;1;3;7
1000015;1A;2;5;1;2;3;1
1000016;1A;0;5;4;0;1;3
1000017;1A;2;2;4;4;4;5
1000018;1A;0;1;3;3;1;0
1000019;1A;0;4;4;5;4;7
1000020;1A;0;4;4;4;1;3
1000021;1A;0;3;2;2;0;5
1000022;1A;0;2;4;1;1;4
1000023;1A;0;1;4;1;4;0
1000024;1A;2;2;2;3;1;2
1000025;1A;0;2;2;1;3;1
1000026;1A;1;0;4;2;0;5
1000027;1A;0;5;4;5;4;6
1000028;1A;0;2;3;0;1;3
1000029;1A;1;5;1;2;2;4
1000030;1A;2;1;4;0;2;5
1000031;1A;0;2;3;2;2;0
1000032;1A;2;1;2;3;2;6
