Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;3;9;3;1;9;1;10;3;3;4;10;3;7;7;7
1000001;1A;3;2;0;1;0;1;1;1;0;0;2;3;4;4;7
1000002;1A;1;6;3;0;9;0;6;2;3;2;5;0;5;7;3
1000003;1A;1;1;2;1;5;1;5;3;0;1;7;0;2;3;4
1000004;1A;1;0;1;0;9;0;6;2;1;4;3;0;0;7;5
1000005;1A;0;8;1;1;9;1;2;0;2;3;9;2;5;7;6
1000006;1A;0;4;1;0;9;1;10;0;0;1;10;2;6;1;3
1000007;1A;1;9;1;0;1;1;0;1;3;3;6;1;3;7;0
1000008;1A;3;6;0;1;8;1;3;0;2;4;5;3;4;0;1
1000009;1A;2;2;0;1;2;0;8;2;1;2;8;3;2;7;4
1000010;1A;2;4;0;0;3;1;4;3;2;2;10;2;7;0;5
1000011;1A;1;7;1;0;3;0;7;0;0;0;8;0;3;5;6
1000012;1A;1;0;2;0;2;1;6;3;3;0;1;0;4;2;4
1000013;1A;0;7;3;1;4;1;9;1;0;1;8;0;6;7;7
1000014;1A;1;2;1;1;4;0;10;1;1;2;6;3;1;1;7
1000015;1A;1;4;2;1;1;0;2;0;1;2;9;1;6;2;1
1000016;1A;3;4;1;1;8;0;1;1;3;2;0;0;0;1;0
1000017;1A;1;6;0;0;3;0;8;2;0;4;0;0;0;3;2
1000018;1A;0;9;1;0;3;1;2;3;0;1;3;3;7;2;6
1000019;1A;2;7;2;0;6;0;6;1;2;0;1;3;6;7;0
1000020;1A;2;2;3;0;7;1;5;1;3;4;9;3;5;7;1
