Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3;9.1;9.2;9.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;10;8;4;1;2;9;8;6;4;2;4;2;6;3;4;8;9;10;10;1;8;1;7;6;6;9;5
1000001;1A;2;2;4;1;0;0;5;2;4;2;2;0;0;2;3;3;2;9;4;1;4;0;5;3;0;8;4
1000002;1A;7;3;2;1;1;5;8;3;0;0;0;0;6;1;0;3;2;2;3;1;2;0;1;1;2;9;0
1000003;1A;8;3;4;0;1;2;8;4;0;0;0;2;0;0;0;5;6;7;1;1;8;0;6;1;6;0;0
1000004;1A;0;2;4;1;2;3;1;2;2;2;2;2;4;2;2;8;2;7;4;0;4;0;2;6;3;4;3
1000005;1A;2;5;2;1;0;5;8;3;0;1;1;1;5;1;0;7;9;9;7;1;1;0;2;1;2;9;2
1000006;1A;2;3;4;1;0;3;6;6;1;0;1;0;0;0;0;4;1;5;4;1;3;1;2;3;2;1;0
1000007;1A;6;4;0;1;0;7;7;1;2;2;1;0;3;0;1;5;8;5;10;1;6;1;6;1;1;6;5
1000008;1A;6;5;2;0;2;7;1;1;1;0;1;2;5;2;1;8;5;3;5;0;2;0;0;5;1;2;0
1000009;1A;3;1;4;1;2;6;7;6;0;2;2;1;4;3;2;5;6;0;3;0;8;0;6;4;3;7;5
1000010;1A;3;3;1;1;2;9;0;1;1;0;4;0;6;0;2;0;1;6;7;0;8;1;2;4;3;3;0
1000011;1A;9;7;0;0;1;7;8;6;2;0;4;1;0;0;3;6;2;5;6;1;4;1;7;3;3;5;1
1000012;1A;10;7;2;1;0;4;1;2;3;1;1;2;5;2;3;0;4;7;10;0;5;0;1;4;1;5;2
1000013;1A;9;0;4;1;2;9;2;3;0;0;1;1;0;0;3;2;1;6;10;1;0;0;0;6;3;8;2
1000014;1A;10;0;1;0;0;9;1;0;2;2;1;2;4;2;3;8;4;3;7;0;5;0;7;3;6;4;4
1000015;1A;2;7;0;0;0;7;2;2;0;0;0;0;6;1;0;5;4;8;2;0;6;1;5;5;2;1;4
1000016;1A;10;0;3;0;0;4;0;1;0;0;2;0;1;2;0;6;4;9;3;1;7;1;5;4;1;8;4
1000017;1A;9;7;3;0;0;5;1;3;3;1;0;2;3;1;1;8;7;9;0;1;5;1;0;6;3;9;2
1000018;1A;0;1;3;0;1;8;7;1;1;2;0;0;4;0;1;4;6;8;9;0;2;1;0;5;6;8;3
1000019;1A;10;4;2;1;1;6;4;5;1;1;2;0;6;3;1;3;2;10;2;0;1;1;2;5;5;5;2
1000020;1A;9;4;2;0;1;1;8;0;3;1;2;2;6;2;2;5;1;3;0;1;2;1;2;1;1;5;5
1000021;1A;10;6;3;0;0;8;7;3;3;0;2;1;4;0;4;1;6;6;2;0;5;1;4;3;0;6;3
1000022;1A;4;1;3;1;0;6;5;6;0;1;1;1;1;3;3;1;6;10;8;0;1;0;0;5;4;6;0
1000023;1A;0;7;4;0;1;6;8;2;0;2;3;1;6;2;4;5;2;1;1;1;6;0;3;0;1;6;1
1000024;1A;1;4;1;0;0;1;8;5;0;0;3;1;1;0;0;6;1;1;0;1;3;1;2;2;3;7;3
1000025;1A;8;2;2;0;0;8;8;4;4;1;2;0;1;1;4;1;4;8;7;0;7;1;1;3;3;4;1
