Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;4;9;10;8;5;7;4;9;7;7;5;3;1;3;5
1000001;1A;1;1;5;7;4;4;2;8;6;1;2;2;0;0;4
1000002;1A;4;4;2;2;0;1;0;8;2;7;3;3;0;0;0
1000003;1A;3;8;7;2;3;3;2;7;3;5;2;1;1;2;5
1000004;1A;0;4;4;0;3;7;4;1;6;0;3;0;1;3;4
1000005;1A;0;0;4;1;4;4;1;1;7;5;0;0;1;1;0
1000006;1A;4;8;7;2;2;0;1;9;6;7;1;1;1;1;4
1000007;1A;4;3;8;1;1;4;2;9;7;1;2;1;1;1;2
1000008;1A;0;8;5;6;0;0;4;1;7;3;4;3;1;1;0
1000009;1A;1;0;1;0;0;2;1;6;2;7;4;1;1;3;2
1000010;1A;1;7;6;8;3;5;2;3;6;6;3;3;1;2;3
1000011;1A;1;5;7;6;1;4;2;7;2;5;5;3;0;0;1
1000012;1A;4;3;1;0;4;6;0;8;6;7;0;3;0;0;5
1000013;1A;4;7;6;8;3;0;2;7;4;5;4;3;1;0;4
1000014;1A;4;2;2;4;3;3;1;5;2;1;0;0;1;0;5
1000015;1A;3;8;7;8;4;0;4;8;5;0;5;2;0;3;2
1000016;1A;4;0;1;0;3;5;3;6;1;0;0;1;1;2;0
1000017;1A;4;2;0;5;3;4;1;7;7;6;3;1;0;1;5
1000018;1A;4;5;6;8;1;6;0;2;7;0;3;0;1;3;1
1000019;1A;0;0;5;3;1;0;4;6;5;2;1;3;0;1;3
1000020;1A;2;6;1;0;5;1;0;4;5;2;3;2;1;2;5
1000021;1A;1;2;4;2;2;1;2;1;3;6;2;1;1;0;5
1000022;1A;1;4;2;6;2;4;1;0;4;6;4;0;1;2;2
1000023;1A;4;9;0;5;5;4;3;0;5;0;0;2;1;2;1
1000024;1A;2;1;2;2;4;6;3;8;6;7;0;1;1;0;5
1000025;1A;2;1;8;4;5;4;3;5;1;3;1;1;1;0;1
1000026;1A;0;4;3;1;3;0;2;8;7;4;4;2;1;0;4
1000027;1A;3;8;4;5;2;2;0;0;2;6;0;2;0;0;0
1000028;1A;0;0;2;2;3;3;4;5;2;1;1;2;1;1;1
1000029;1A;2;4;0;5;0;6;3;2;5;5;5;1;1;0;0
1000030;1A;2;1;5;7;2;7;3;3;1;4;2;0;1;0;0
1000031;1A;4;6;8;1;3;1;2;2;6;5;5;0;1;3;4
1000032;1A;4;8;9;0;1;6;2;9;7;0;3;3;1;2;1
1000033;1A;4;4;1;3;5;2;4;7;5;3;2;1;1;3;1
1000034;1A;0;7;7;5;1;0;3;1;5;2;2;3;1;1;0
1000035;1A;2;2;7;8;2;2;0;6;0;2;3;2;1;3;1
1000036;1A;1;1;1;0;4;6;1;9;2;1;4;1;1;1;1
1000037;1A;1;5;0;3;5;2;0;4;5;2;1;2;1;1;2
