Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;4;2;9;7;7;7;6;10;8
1000001;1A;3;2;7;5;3;0;1;1;0
1000002;1A;4;1;0;5;1;6;0;2;7
1000003;1A;3;2;5;7;1;5;6;0;4
1000004;1A;1;0;6;7;5;3;1;1;7
1000005;1A;2;0;0;1;5;7;6;4;7
1000006;1A;4;0;2;5;4;0;0;7;2
1000007;1A;4;2;2;7;5;5;5;9;4
1000008;1A;0;0;6;2;4;1;4;2;3
1000009;1A;3;0;3;1;6;5;6;6;6
1000010;1A;3;2;4;5;5;5;0;9;8
1000011;1A;0;2;7;5;4;4;4;4;2
1000012;1A;3;2;3;4;1;7;1;0;6
1000013;1A;0;1;3;4;5;7;6;9;4
1000014;1A;2;0;3;3;3;5;6;7;3
1000015;1A;2;1;1;4;0;0;1;1;5
1000016;1A;4;0;8;1;2;5;0;5;2
1000017;1A;0;2;8;6;5;2;4;7;3
1000018;1A;0;2;4;2;0;0;5;0;5
1000019;1A;1;1;1;0;2;3;6;5;7
1000020;1A;3;1;3;6;0;1;4;0;6
1000021;1A;3;1;7;6;3;6;3;10;4
1000022;1A;4;2;3;6;0;0;6;8;3
1000023;1A;4;2;7;7;6;2;3;2;3
1000024;1A;0;1;3;1;6;2;3;6;6
1000025;1A;1;0;2;0;7;3;2;4;6
