Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;5;5;3;8;3;3;1;9;8
1000001;1A;4;1;2;7;2;0;0;2;5
1000002;1A;4;5;0;2;1;3;1;2;4
1000003;1A;4;2;1;4;3;2;0;3;1
1000004;1A;2;2;1;7;3;3;0;0;5
1000005;1A;2;4;2;7;1;0;0;0;7
1000006;1A;0;0;2;7;0;2;1;0;4
1000007;1A;1;0;1;4;0;2;0;5;8
1000008;1A;4;2;1;5;0;3;1;8;2
1000009;1A;4;3;3;1;1;1;0;6;1
1000010;1A;4;0;2;6;3;3;1;7;6
1000011;1A;2;3;2;1;1;1;0;8;7
1000012;1A;5;5;3;0;1;2;1;8;7
1000013;1A;0;2;3;2;1;0;1;5;4
1000014;1A;5;4;1;7;2;0;1;3;4
1000015;1A;5;2;2;4;2;3;0;5;0
