Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;1;6;10;10;3;8;1;10;8;8;10;10;9;7;10;9;6;6;2;2;8;4;9;3
1000001;1A;0;4;7;2;3;8;1;4;1;8;9;2;7;6;3;8;1;4;0;0;4;3;2;2
1000002;1A;1;1;3;3;2;3;0;3;6;1;9;7;9;3;2;1;6;2;0;0;6;0;3;0
1000003;1A;0;4;2;1;3;2;1;7;8;0;10;9;1;1;4;3;5;0;1;0;6;3;8;2
1000004;1A;1;2;9;0;1;6;1;9;7;5;6;1;6;5;2;2;4;1;1;1;3;4;7;0
1000005;1A;1;5;9;10;1;7;1;4;1;2;9;3;4;2;10;5;3;2;0;1;1;3;6;2
1000006;1A;1;3;4;4;1;3;0;10;4;7;7;0;9;5;8;8;5;4;0;2;3;0;2;0
1000007;1A;1;6;3;2;3;6;0;1;8;7;0;8;3;7;0;4;2;3;1;2;3;4;7;3
1000008;1A;1;5;5;4;0;5;1;2;8;7;0;8;1;3;7;9;0;0;2;0;7;4;0;3
1000009;1A;1;0;4;4;2;0;1;3;7;8;0;3;0;2;8;3;5;3;0;0;1;4;1;0
1000010;1A;0;1;10;7;3;3;0;0;3;6;10;7;6;1;2;4;0;6;2;0;6;3;9;2
1000011;1A;0;3;7;6;2;5;0;9;7;5;9;10;1;6;2;6;6;3;1;2;0;4;0;2
1000012;1A;1;0;2;10;0;5;0;10;0;3;0;3;0;5;3;3;5;3;2;2;8;0;3;1
1000013;1A;1;4;4;10;2;5;1;5;7;4;9;3;6;6;2;8;6;4;2;1;7;0;5;3
1000014;1A;0;2;7;10;3;8;0;2;5;3;3;4;7;3;1;7;2;2;1;1;2;2;9;2
1000015;1A;1;1;7;9;2;1;1;8;6;4;3;0;6;4;1;5;3;1;1;0;4;1;8;0
1000016;1A;1;6;6;9;0;7;1;10;2;1;10;10;3;3;7;5;3;2;0;1;5;0;3;2
1000017;1A;0;1;0;6;1;1;0;7;8;8;4;5;5;6;0;4;4;2;1;0;0;4;9;3
1000018;1A;1;6;9;1;3;1;1;6;0;0;1;0;9;5;9;0;2;5;1;1;1;3;8;3
1000019;1A;0;5;2;7;2;6;1;5;6;3;4;8;9;2;0;5;4;3;0;0;1;0;2;3
1000020;1A;0;2;4;7;2;6;1;8;7;4;2;9;1;2;7;3;3;0;2;2;0;1;3;1
1000021;1A;0;1;2;8;1;1;0;4;5;2;3;1;0;6;2;3;1;4;2;0;3;0;3;2
1000022;1A;0;5;0;5;0;2;1;5;1;7;7;8;1;0;7;3;0;0;2;2;8;4;5;0
1000023;1A;1;6;10;0;2;8;0;0;6;1;1;8;6;3;5;4;4;2;2;2;4;4;3;2
1000024;1A;1;3;10;4;1;3;1;10;5;6;0;5;6;2;8;2;1;2;2;1;6;0;6;3
1000025;1A;1;2;6;8;3;1;0;10;3;0;2;6;3;5;4;3;3;3;1;1;7;2;0;0
1000026;1A;1;5;7;9;1;2;0;3;6;3;7;0;0;3;8;7;5;6;0;2;0;4;7;3
1000027;1A;0;3;0;9;2;1;0;7;4;0;8;6;8;2;8;9;0;0;0;2;7;1;6;1
1000028;1A;0;2;6;1;1;4;1;7;1;7;9;10;4;4;8;5;4;0;0;2;8;0;2;2
1000029;1A;0;6;7;7;2;3;0;8;5;8;7;3;3;5;1;9;4;5;1;2;1;4;7;1
1000030;1A;1;1;5;8;2;7;1;3;0;3;10;10;3;2;8;6;0;4;2;0;8;2;3;0
1000031;1A;0;0;6;2;1;4;1;5;2;0;6;0;7;7;6;5;2;2;1;0;6;1;6;3
1000032;1A;0;1;4;10;1;1;1;8;4;0;3;8;0;6;5;5;6;5;1;0;7;0;8;1
