Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;6;1;2;1;7;6;10;9;4
1000001;1A;0;0;0;1;1;3;9;3;3
1000002;1A;6;0;1;0;1;2;2;2;3
1000003;1A;2;0;1;0;4;6;3;7;3
1000004;1A;0;1;0;1;4;1;2;5;3
1000005;1A;4;1;2;0;7;1;8;3;3
1000006;1A;4;1;2;1;3;5;10;1;3
1000007;1A;0;0;0;0;6;5;0;3;3
1000008;1A;2;0;0;1;0;2;9;6;2
1000009;1A;1;1;2;0;4;2;4;3;0
1000010;1A;3;1;1;1;4;5;1;4;3
1000011;1A;6;0;0;1;2;6;2;2;1
1000012;1A;1;1;2;1;0;5;3;9;1
1000013;1A;2;1;0;1;2;5;4;0;2
1000014;1A;4;1;1;0;1;5;0;6;4
1000015;1A;5;1;1;1;4;5;7;0;2
1000016;1A;4;0;2;1;3;0;6;6;3
1000017;1A;6;1;2;1;5;1;9;6;2
1000018;1A;3;0;0;1;5;1;4;1;1
1000019;1A;5;0;1;1;1;1;9;7;0
1000020;1A;2;1;0;0;1;1;7;2;0
1000021;1A;6;1;1;0;3;2;4;8;4
1000022;1A;3;0;1;1;1;6;8;7;1
1000023;1A;3;0;2;1;3;6;5;1;0
1000024;1A;2;1;1;0;1;5;10;5;1
1000025;1A;4;0;1;0;4;6;7;7;3
1000026;1A;6;1;0;0;6;3;3;4;2
1000027;1A;1;1;1;1;2;3;10;7;3
1000028;1A;1;1;2;1;7;2;6;4;0
1000029;1A;2;0;2;1;3;3;3;4;2
1000030;1A;0;1;0;0;7;1;8;3;4
1000031;1A;4;1;1;1;4;3;6;4;0
