Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;10;6;5;6;2;5;7;8;2;10;10;7;7;9;3
1000001;1A;3;2;4;4;2;3;1;6;2;0;6;1;0;0;2
1000002;1A;1;2;0;3;1;4;7;4;0;2;4;2;1;1;2
1000003;1A;4;4;0;2;0;3;5;6;0;5;9;5;4;1;1
1000004;1A;1;4;5;1;2;5;1;0;1;6;7;2;4;7;3
1000005;1A;9;5;1;2;2;1;0;1;2;7;2;4;1;5;3
1000006;1A;2;4;5;0;0;4;2;6;1;9;0;1;1;3;2
1000007;1A;3;1;1;3;2;5;2;2;1;8;4;5;0;0;0
1000008;1A;3;6;4;5;0;3;6;4;1;1;7;5;4;5;3
1000009;1A;0;3;1;6;1;2;7;3;0;4;1;0;2;9;3
1000010;1A;10;5;3;5;0;2;3;0;1;6;1;7;5;9;0
1000011;1A;4;0;0;1;2;4;7;5;1;3;2;5;5;9;3
1000012;1A;3;3;5;6;0;3;7;1;0;9;7;7;1;8;1
1000013;1A;8;3;0;5;0;0;6;8;1;7;4;5;2;3;3
1000014;1A;2;3;5;0;0;1;7;5;0;7;9;0;7;5;2
1000015;1A;1;1;1;6;0;4;5;0;0;5;2;3;2;1;0
