Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;10;2;10;5;3;1
1000001;1A;1;0;5;3;2;1
1000002;1A;10;2;7;0;0;1
1000003;1A;5;2;5;0;2;0
1000004;1A;1;0;5;0;1;1
1000005;1A;4;1;7;2;1;1
1000006;1A;0;2;4;4;0;0
1000007;1A;7;2;10;5;0;1
1000008;1A;7;2;9;1;3;1
1000009;1A;3;2;3;3;3;0
1000010;1A;10;0;7;4;2;0
1000011;1A;9;0;2;5;2;1
1000012;1A;8;1;1;2;3;1
1000013;1A;4;0;2;0;1;0
1000014;1A;6;0;7;4;2;1
1000015;1A;4;1;5;5;2;0
1000016;1A;0;0;0;3;0;0
1000017;1A;9;2;0;0;2;0
1000018;1A;9;1;4;2;0;0
1000019;1A;8;2;6;5;3;0
1000020;1A;0;0;8;1;0;1
1000021;1A;10;0;1;1;2;1
1000022;1A;7;2;8;3;1;1
1000023;1A;6;2;3;2;0;1
1000024;1A;10;2;8;2;2;1
1000025;1A;9;0;0;1;1;1
1000026;1A;0;2;8;5;3;1
1000027;1A;4;0;8;2;2;1
1000028;1A;1;0;8;4;0;0
1000029;1A;7;1;2;2;2;0
