Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;8;8;3;10;5;7;1;9;2;3;3;7;9;4;1;9;5;7;6;3
1000001;1A;2;8;4;2;6;5;0;1;0;2;2;0;4;8;4;1;1;2;7;5;1
1000002;1A;1;8;8;2;6;3;7;0;1;0;0;0;6;0;1;0;5;2;4;0;1
1000003;1A;1;4;1;3;9;4;3;0;8;2;1;2;6;8;4;1;3;4;2;0;1
1000004;1A;4;3;4;0;3;1;2;1;3;1;0;1;7;5;2;0;4;0;2;2;0
1000005;1A;6;8;4;1;0;2;3;1;4;0;0;0;7;1;0;1;9;3;4;1;0
1000006;1A;1;3;4;3;7;5;3;1;5;0;1;3;3;3;3;0;9;0;1;2;1
1000007;1A;7;2;4;1;0;0;3;0;2;1;0;0;4;6;1;0;1;2;2;1;0
1000008;1A;5;1;1;0;3;4;5;0;1;2;1;3;7;0;0;1;7;3;6;5;2
1000009;1A;2;6;1;0;9;3;4;1;1;2;0;1;3;7;0;1;8;3;2;0;1
1000010;1A;7;6;1;2;10;0;1;1;2;2;0;3;6;0;3;0;7;3;6;1;0
1000011;1A;7;1;7;1;10;1;5;1;5;0;3;3;6;6;0;0;7;4;3;6;3
1000012;1A;0;6;3;0;5;3;7;0;7;2;2;1;0;5;3;1;3;1;2;2;3
1000013;1A;0;6;6;2;8;2;0;1;2;1;3;0;1;8;3;1;4;1;5;1;1
1000014;1A;5;1;3;2;6;0;0;1;6;2;2;0;1;2;2;0;2;5;2;5;0
1000015;1A;3;3;2;0;8;4;2;1;4;0;2;1;0;8;4;1;2;1;5;2;2
1000016;1A;2;4;1;2;8;1;3;1;8;1;3;1;3;1;4;1;7;0;7;2;3
1000017;1A;6;2;1;3;3;4;0;0;3;1;3;1;6;2;1;0;6;3;3;2;0
1000018;1A;6;0;3;1;6;2;2;0;9;0;0;0;2;5;2;1;1;5;4;2;3
1000019;1A;7;6;7;2;6;3;1;1;5;0;1;3;4;7;4;0;8;0;1;1;1
1000020;1A;8;3;8;2;1;0;3;0;0;2;0;0;4;9;3;0;6;5;1;4;3
1000021;1A;8;5;6;0;6;4;1;0;0;1;1;1;1;0;3;1;9;1;7;4;1
1000022;1A;6;2;5;0;2;5;6;0;1;2;0;1;2;5;3;0;2;0;4;6;3
1000023;1A;2;2;7;1;2;1;1;0;6;1;2;2;2;4;3;1;7;2;7;0;2
1000024;1A;4;2;1;1;8;3;2;1;3;1;1;2;5;1;0;1;0;2;2;3;3
1000025;1A;2;4;5;2;4;5;4;0;0;2;0;1;1;0;3;1;3;3;5;0;0
1000026;1A;6;3;4;1;6;1;5;1;4;0;1;1;0;8;2;0;7;4;3;5;1
1000027;1A;1;2;5;2;1;4;3;1;4;1;1;1;1;0;1;0;2;4;0;3;0
1000028;1A;0;8;1;3;7;4;5;1;7;2;3;2;1;7;0;0;9;0;6;3;1
1000029;1A;6;8;1;3;6;5;5;0;2;0;1;1;7;5;3;0;1;0;0;5;0
1000030;1A;6;2;6;2;10;3;3;0;5;1;3;1;2;9;0;1;0;3;6;1;0
1000031;1A;8;0;8;3;4;2;6;0;2;0;3;0;4;7;1;1;3;4;6;4;3
1000032;1A;5;4;8;1;10;0;0;1;4;0;1;1;0;5;4;0;3;3;4;2;2
1000033;1A;0;0;7;3;7;4;3;0;6;0;2;1;7;0;2;1;1;0;0;6;1
1000034;1A;4;4;0;3;10;4;0;0;3;1;2;3;1;3;4;0;3;1;2;4;1
1000035;1A;3;7;2;1;7;4;2;0;8;2;1;2;6;9;2;1;2;0;5;3;2
1000036;1A;4;4;6;1;1;1;5;0;8;1;3;0;7;5;3;1;7;0;2;5;2
1000037;1A;8;0;5;3;8;3;5;1;1;2;2;3;4;9;0;1;3;4;0;5;2
1000038;1A;7;4;2;3;2;1;4;0;9;1;0;0;5;7;3;0;0;5;6;0;1
1000039;1A;5;6;3;2;7;0;3;0;0;0;1;0;5;9;1;1;7;1;6;3;2
1000040;1A;5;5;1;1;6;4;5;1;2;1;3;1;7;9;3;0;2;4;5;3;0
1000041;1A;7;5;6;1;9;4;7;0;3;1;0;1;5;8;2;1;7;1;3;1;0
