Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;4;2;10;1;6;4;10;8;6;9;7;9;5;6;4;6;7
1000001;1A;6;2;0;10;0;5;0;1;5;1;8;1;3;2;4;0;4;5
1000002;1A;8;0;1;10;1;3;3;2;7;1;4;6;8;2;4;4;0;7
1000003;1A;2;1;2;2;0;1;1;5;4;2;6;4;5;4;6;3;5;6
1000004;1A;4;4;1;9;0;6;1;10;8;4;3;6;4;3;3;3;5;6
1000005;1A;1;0;0;1;1;3;4;2;4;3;2;2;4;5;3;3;5;3
1000006;1A;0;2;2;5;1;4;4;10;8;4;1;5;6;2;2;1;3;3
1000007;1A;5;2;2;0;0;1;2;8;4;4;3;5;8;4;2;0;0;0
1000008;1A;1;1;2;2;1;1;2;0;1;1;0;0;4;5;6;4;3;3
1000009;1A;2;4;1;9;0;4;4;10;1;3;1;7;9;5;1;2;5;3
1000010;1A;0;1;2;10;1;1;2;9;0;3;5;2;0;5;5;2;0;2
1000011;1A;0;0;1;0;0;2;2;10;7;2;7;3;8;0;1;3;6;3
1000012;1A;5;1;1;9;1;2;3;6;7;3;4;5;5;0;2;0;4;3
1000013;1A;0;1;1;6;0;6;2;6;6;0;2;3;9;3;2;1;1;3
1000014;1A;5;3;2;0;0;0;1;9;6;0;7;3;1;2;2;2;3;0
1000015;1A;0;2;0;4;0;2;1;0;6;5;7;0;1;1;0;3;1;5
1000016;1A;1;2;0;2;0;4;2;8;4;0;5;1;1;0;0;0;0;2
1000017;1A;7;3;2;5;1;6;3;7;3;0;8;4;1;4;4;0;0;0
1000018;1A;5;1;1;7;0;6;1;5;4;0;0;7;8;5;6;3;3;6
1000019;1A;0;4;2;10;0;4;1;3;4;5;8;1;8;4;0;1;2;2
1000020;1A;2;4;0;1;1;3;4;2;0;1;4;3;6;3;0;2;3;0
