Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;2;7;10;9;2;4
1000001;1A;2;6;0;7;0;1
1000002;1A;2;6;3;3;2;1
1000003;1A;2;6;3;8;2;3
1000004;1A;2;0;9;1;2;0
1000005;1A;1;6;3;2;2;1
1000006;1A;1;1;3;8;0;4
1000007;1A;0;0;2;3;1;3
1000008;1A;1;1;9;6;2;3
1000009;1A;1;0;5;1;1;4
1000010;1A;2;0;7;0;2;4
1000011;1A;2;4;10;0;2;3
1000012;1A;2;5;8;3;0;2
1000013;1A;0;3;3;8;2;1
1000014;1A;0;4;2;5;2;3
1000015;1A;1;7;2;6;2;1
1000016;1A;1;0;1;6;0;0
1000017;1A;0;2;9;5;0;1
1000018;1A;1;3;3;4;1;3
1000019;1A;0;2;10;2;2;2
