Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;9;9;6;1;9;6
1000001;1A;8;9;6;1;7;4
1000002;1A;0;4;6;0;4;4
1000003;1A;2;8;4;0;7;3
1000004;1A;0;4;6;1;4;2
1000005;1A;3;4;4;1;7;3
1000006;1A;1;8;2;0;8;1
1000007;1A;7;5;2;0;2;4
1000008;1A;4;0;3;1;7;2
1000009;1A;0;4;6;0;1;6
1000010;1A;8;2;3;0;2;5
1000011;1A;3;0;0;0;9;4
1000012;1A;3;4;0;0;4;4
1000013;1A;1;3;4;1;8;0
1000014;1A;9;0;1;0;1;6
1000015;1A;6;5;1;1;1;4
1000016;1A;0;1;0;0;8;0
1000017;1A;5;9;3;0;9;6
1000018;1A;6;8;4;1;6;3
1000019;1A;8;1;6;0;5;3
1000020;1A;7;0;0;0;5;4
1000021;1A;1;0;5;0;4;4
1000022;1A;5;6;2;0;9;6
1000023;1A;5;1;1;1;0;6
1000024;1A;7;5;1;0;6;0
1000025;1A;1;7;0;1;9;6
1000026;1A;1;6;0;1;2;4
1000027;1A;4;9;6;0;4;6
1000028;1A;1;7;2;1;5;3
1000029;1A;2;1;5;1;9;0
1000030;1A;8;0;0;1;2;3
1000031;1A;9;5;2;1;0;5
1000032;1A;0;2;4;0;3;1
1000033;1A;7;7;2;1;7;6
1000034;1A;3;1;0;0;7;2
1000035;1A;9;0;2;0;2;6
1000036;1A;9;9;3;1;7;4
1000037;1A;5;7;4;0;0;3
1000038;1A;7;1;0;0;5;1
1000039;1A;3;8;2;0;7;1
1000040;1A;3;3;6;1;4;1
1000041;1A;7;2;4;0;5;3
1000042;1A;6;9;4;0;2;5
1000043;1A;0;3;4;0;5;2
1000044;1A;9;0;5;0;1;6
1000045;1A;7;1;2;1;3;3
1000046;1A;3;8;5;1;8;2
