Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;10;8;6;8;2;6;1;3;3;9;5;1;10;10;3
1000001;1A;7;5;6;4;1;2;0;2;3;1;0;0;5;0;1
1000002;1A;8;1;3;5;2;0;0;2;2;0;5;1;2;1;1
1000003;1A;10;3;1;7;1;5;1;2;1;2;5;1;5;9;2
1000004;1A;8;7;1;2;1;0;0;2;2;8;1;0;9;9;3
1000005;1A;3;1;4;6;2;0;0;3;0;3;1;1;7;10;2
1000006;1A;4;6;4;6;2;1;0;3;1;9;1;0;2;6;2
1000007;1A;9;1;3;2;2;1;1;1;2;3;2;0;7;4;1
1000008;1A;2;4;0;2;2;5;1;1;0;9;5;1;8;9;2
1000009;1A;0;8;1;4;2;3;0;1;1;5;1;0;7;1;1
1000010;1A;9;5;4;3;1;4;0;0;3;5;0;1;6;2;2
1000011;1A;10;7;2;2;1;0;1;2;1;7;0;0;1;4;2
1000012;1A;9;4;6;3;1;4;1;1;3;2;4;1;2;10;2
1000013;1A;10;8;3;6;1;5;0;3;2;7;1;1;5;7;1
1000014;1A;0;7;4;0;2;0;0;2;2;1;4;0;6;8;2
1000015;1A;8;2;1;3;2;3;0;0;0;3;0;0;1;6;3
1000016;1A;10;1;1;5;0;4;0;3;1;5;4;1;5;7;0
1000017;1A;1;1;2;6;1;4;1;0;1;5;5;0;0;8;3
1000018;1A;1;8;3;3;1;6;1;1;1;4;4;0;10;10;1
1000019;1A;2;0;0;6;0;5;0;3;2;6;4;0;8;10;0
1000020;1A;5;8;2;2;2;6;1;3;0;8;0;1;0;4;0
1000021;1A;2;0;1;2;2;6;0;2;0;7;3;1;6;10;1
1000022;1A;5;7;1;2;1;4;0;2;0;5;4;0;0;2;0
1000023;1A;0;7;3;7;1;3;1;1;3;0;0;0;2;2;2
1000024;1A;10;7;1;1;2;5;1;0;1;2;2;0;0;6;2
1000025;1A;6;0;2;3;0;3;0;2;3;8;2;1;8;1;1
