Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;8;1;5;3;1;1;10;1
1000001;1A;10;2;1;0;0;1;1;1;0
1000002;1A;5;4;1;2;1;1;0;8;1
1000003;1A;4;5;1;1;0;0;0;6;0
1000004;1A;9;7;1;5;0;1;0;7;1
1000005;1A;9;1;0;2;0;1;1;7;0
1000006;1A;1;8;1;4;2;1;1;10;1
1000007;1A;2;3;1;5;3;0;0;5;0
1000008;1A;8;7;0;3;1;0;0;9;0
1000009;1A;3;7;1;3;1;1;0;5;0
1000010;1A;0;1;0;5;3;1;0;7;1
1000011;1A;6;6;0;4;2;1;1;5;0
1000012;1A;5;2;1;2;3;1;0;6;1
1000013;1A;5;6;1;3;0;0;0;4;0
1000014;1A;5;7;1;4;3;1;0;8;0
1000015;1A;6;4;1;5;0;1;1;5;1
1000016;1A;6;4;0;3;1;0;1;8;1
1000017;1A;8;4;0;4;2;1;0;5;0
1000018;1A;0;3;1;5;1;1;1;1;0
1000019;1A;4;1;0;2;1;0;1;7;1
1000020;1A;1;8;0;3;1;0;1;1;1
1000021;1A;5;0;0;2;0;1;1;5;1
1000022;1A;4;3;0;3;1;0;1;9;0
1000023;1A;10;2;0;5;0;0;1;4;0
1000024;1A;2;7;1;2;1;1;0;10;1
1000025;1A;8;0;1;0;1;1;1;0;1
1000026;1A;7;2;0;0;3;1;1;2;0
1000027;1A;8;2;0;2;0;0;1;0;0
1000028;1A;7;7;1;4;1;1;1;4;1
1000029;1A;3;8;0;1;1;1;1;6;0
1000030;1A;10;3;0;1;2;0;0;0;0
1000031;1A;3;2;1;4;0;1;1;1;0
1000032;1A;1;8;1;3;2;1;1;7;0
1000033;1A;9;8;0;3;3;1;1;10;1
1000034;1A;6;5;1;5;2;0;1;3;0
1000035;1A;0;8;0;5;0;0;1;2;1
1000036;1A;3;8;0;3;0;1;1;8;1
1000037;1A;0;4;0;2;1;1;1;1;1
1000038;1A;5;0;1;2;1;0;1;3;0
1000039;1A;10;5;1;4;0;0;1;7;1
1000040;1A;10;8;0;1;2;0;1;5;0
1000041;1A;5;6;0;4;0;1;0;8;0
1000042;1A;3;7;0;4;2;1;0;9;0
1000043;1A;8;1;1;3;2;1;1;1;1
1000044;1A;1;8;0;4;1;0;0;3;1
1000045;1A;1;7;0;0;0;0;0;4;1
1000046;1A;9;2;0;5;2;0;1;10;0
1000047;1A;10;0;1;3;2;0;1;0;1
1000048;1A;9;8;1;0;0;1;1;8;0
1000049;1A;0;1;0;2;1;0;0;6;0
