Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;4;10;4;1;10;6;1;9;1;5;8;4;4;3
1000001;1A;7;3;8;2;1;9;3;0;1;1;2;1;3;3;0
1000002;1A;4;3;6;4;0;0;5;1;7;1;4;3;1;3;0
1000003;1A;3;0;1;1;0;0;4;1;1;1;0;3;4;2;2
1000004;1A;7;3;2;3;1;3;3;1;1;0;5;1;3;0;0
1000005;1A;6;4;0;4;0;2;6;1;5;0;5;4;2;3;1
1000006;1A;6;4;8;1;0;10;3;0;0;1;1;3;0;4;0
1000007;1A;8;2;9;3;0;6;5;0;0;0;3;3;3;3;3
1000008;1A;5;4;0;2;1;0;6;0;2;0;3;6;4;2;1
1000009;1A;5;1;4;4;0;0;1;0;8;0;2;3;3;2;3
1000010;1A;7;4;7;2;1;4;2;0;9;0;2;0;3;1;3
1000011;1A;5;4;9;2;1;8;5;0;5;1;4;6;0;1;0
1000012;1A;4;0;10;3;0;5;1;1;9;0;2;0;2;3;3
1000013;1A;6;1;7;4;1;2;0;1;0;0;2;8;2;4;3
1000014;1A;2;4;2;3;1;1;3;1;0;1;5;3;3;1;2
1000015;1A;1;1;4;1;0;4;3;0;7;0;5;2;2;3;3
1000016;1A;0;3;10;0;1;9;3;0;8;0;5;4;0;2;2
1000017;1A;2;3;9;4;1;8;5;1;8;0;3;3;2;1;2
1000018;1A;5;0;10;0;1;6;5;0;0;0;5;0;2;0;0
1000019;1A;8;3;10;1;0;6;2;0;4;0;5;5;3;3;3
