Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;6;9;3;2;9;6;1;5;1;6;2;9
1000001;1A;0;1;1;0;2;1;1;5;1;4;1;6
1000002;1A;2;8;2;0;7;2;0;2;1;3;2;2
1000003;1A;6;7;0;2;6;6;1;3;0;6;2;9
1000004;1A;3;2;0;0;1;5;0;5;0;4;1;2
1000005;1A;0;3;1;2;2;2;0;5;1;6;1;2
1000006;1A;1;9;3;2;3;3;1;1;1;6;2;3
1000007;1A;2;6;0;2;3;5;0;0;0;4;1;8
1000008;1A;1;6;1;1;4;4;1;1;0;1;1;3
1000009;1A;3;0;2;0;2;5;0;5;1;4;0;5
1000010;1A;0;2;3;2;9;3;1;5;0;4;0;5
1000011;1A;3;4;3;1;0;1;1;1;1;1;2;2
1000012;1A;6;1;0;2;0;3;1;5;1;3;0;1
1000013;1A;1;6;2;2;0;2;0;5;1;5;2;0
1000014;1A;5;2;0;1;7;0;0;4;0;5;2;6
1000015;1A;5;2;2;2;4;1;1;1;1;0;0;3
1000016;1A;6;7;0;0;0;2;1;4;1;6;1;2
1000017;1A;6;6;1;1;2;3;0;1;1;6;1;4
1000018;1A;3;8;2;0;5;0;0;4;0;0;1;9
1000019;1A;3;3;3;1;1;5;1;2;1;2;1;4
1000020;1A;1;5;3;1;4;4;0;2;0;5;2;0
1000021;1A;6;6;2;1;3;5;0;2;1;0;0;0
1000022;1A;5;4;2;2;6;6;1;2;1;6;1;4
1000023;1A;2;9;2;0;2;3;1;3;1;0;1;6
1000024;1A;3;8;2;2;7;1;1;5;1;6;0;2
1000025;1A;3;6;2;1;5;2;1;2;0;5;0;4
1000026;1A;4;2;0;2;9;2;1;0;1;6;2;8
1000027;1A;0;8;1;2;3;0;0;2;0;5;0;0
1000028;1A;4;7;2;0;2;4;0;2;1;3;0;3
1000029;1A;5;9;2;0;1;3;1;1;1;4;0;6
1000030;1A;2;1;2;1;7;4;0;3;0;4;1;0
1000031;1A;3;9;0;0;5;5;0;3;1;0;2;3
1000032;1A;6;5;0;0;9;4;0;5;0;2;1;9
1000033;1A;4;4;3;1;4;5;0;4;0;0;2;6
1000034;1A;0;5;1;2;7;2;1;2;1;0;0;5
1000035;1A;6;4;1;2;4;0;0;4;1;2;1;5
1000036;1A;6;0;3;1;3;5;1;1;0;0;2;0
1000037;1A;3;7;2;0;4;1;0;1;0;4;0;5
1000038;1A;1;2;3;0;5;0;0;0;1;4;2;1
1000039;1A;4;7;1;2;3;3;1;2;1;2;1;7
