Deelvraag;;1.1;1.2;1.3
Meerekenen;;true;true;true
Punten;;3;7;6
1000001;1A;0;7;3
1000002;1A;3;2;4
1000003;1A;0;1;2
1000004;1A;0;7;1
1000005;1A;2;1;3
1000006;1A;2;1;4
1000007;1A;1;6;1
1000008;1A;2;0;2
1000009;1A;3;7;2
1000010;1A;3;6;6
1000011;1A;2;0;5
1000012;1A;3;1;5
1000013;1A;3;1;2
1000014;1A;0;7;1
1000015;1A;2;7;5
1000016;1A;1;2;2
1000017;1A;2;4;1
1000018;1A;3;4;2
1000019;1A;3;4;3
1000020;1A;0;6;5
1000021;1A;3;0;2
1000022;1A;0;0;4
1000023;1A;0;3;4
1000024;1A;1;7;6
1000025;1A;0;4;1
1000026;1A;3;0;0
1000027;1A;2;3;0
1000028;1A;3;0;5
1000029;1A;1;0;1
1000030;1A;0;4;3
1000031;1A;1;1;1
1000032;1A;3;2;1
1000033;1A;2;5;2
1000034;1A;0;0;3
1000035;1A;2;0;1
1000036;1A;3;5;2
1000037;1A;0;7;6
1000038;1A;0;3;1
1000039;1A;2;7;4
1000040;1A;3;6;2
