Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;1;4;8;1;5;3;8;9;8;6;1;2;1;10;10;3;3;9
1000001;1A;0;4;1;1;2;1;5;6;4;3;1;2;0;4;8;2;2;3
1000002;1A;1;4;7;1;0;1;7;0;6;4;1;1;1;9;1;0;2;7
1000003;1A;1;0;4;1;4;3;4;8;7;2;1;0;0;1;5;0;2;5
1000004;1A;0;1;4;1;1;3;2;3;6;4;0;0;0;9;7;0;3;7
1000005;1A;1;2;6;1;0;3;6;3;4;2;1;0;0;4;8;3;1;2
1000006;1A;0;1;1;0;4;0;2;4;6;3;1;1;0;3;7;2;0;9
1000007;1A;1;4;2;0;3;2;0;2;4;4;1;0;0;10;0;1;3;8
1000008;1A;0;4;1;0;3;0;2;4;1;1;1;0;0;5;3;1;0;1
1000009;1A;0;3;1;1;0;2;0;4;1;5;0;2;0;8;6;1;1;4
1000010;1A;0;3;8;0;2;1;1;8;6;5;1;1;1;9;4;3;1;6
1000011;1A;1;2;5;0;0;0;5;8;2;4;0;1;1;0;5;0;3;9
1000012;1A;1;3;7;0;5;2;5;6;1;2;0;0;1;2;4;0;1;1
1000013;1A;1;2;2;0;0;2;7;8;1;6;1;1;1;2;3;3;2;6
1000014;1A;1;0;0;0;5;1;6;7;8;5;1;1;0;3;8;1;3;0
1000015;1A;0;1;2;1;1;0;4;5;7;1;1;0;1;10;0;0;3;4
1000016;1A;0;1;8;1;0;3;2;6;6;5;1;2;1;10;8;1;2;8
1000017;1A;0;3;1;0;1;0;1;9;5;3;1;0;0;1;9;3;3;9
1000018;1A;0;1;7;1;5;0;6;9;7;0;1;1;1;2;9;0;3;1
