Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;4;5;3;3;8;9
1000001;1A;3;1;2;3;0;3
1000002;1A;4;3;3;2;6;0
1000003;1A;3;5;3;3;3;2
1000004;1A;4;4;3;0;0;4
1000005;1A;4;1;0;1;2;9
1000006;1A;1;2;3;3;5;1
1000007;1A;4;1;3;2;8;3
1000008;1A;4;1;2;0;8;0
1000009;1A;2;5;0;3;5;9
1000010;1A;3;4;3;0;0;3
1000011;1A;1;4;2;2;3;4
1000012;1A;4;0;0;2;4;0
1000013;1A;2;4;1;1;6;4
1000014;1A;4;5;1;2;6;3
1000015;1A;0;3;0;2;8;5
1000016;1A;0;0;0;1;2;2
1000017;1A;3;0;3;3;6;2
1000018;1A;0;5;3;1;0;2
1000019;1A;2;5;2;0;7;4
1000020;1A;0;5;2;0;2;2
1000021;1A;3;1;0;0;3;7
1000022;1A;4;0;3;1;3;2
1000023;1A;0;0;0;1;6;4
1000024;1A;1;3;3;3;8;9
1000025;1A;4;1;0;2;5;6
1000026;1A;4;0;2;2;6;5
1000027;1A;0;4;0;3;4;5
1000028;1A;3;4;1;2;1;1
1000029;1A;0;4;2;3;6;7
1000030;1A;4;5;2;0;5;5
1000031;1A;1;3;0;0;3;3
1000032;1A;0;4;3;3;0;5
1000033;1A;2;0;3;2;0;5
