Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;1;7;2;2;2;3;10;10;1;7;5;9;3;1;1;2;5;7;4;2;7;3;4;1
1000001;1A;1;4;1;2;1;1;1;2;1;5;3;0;3;0;1;1;1;7;4;2;0;2;2;1
1000002;1A;0;1;0;1;2;2;6;2;0;2;0;8;0;0;0;0;4;7;1;2;0;1;4;1
1000003;1A;1;7;2;0;2;0;8;2;1;2;4;7;1;1;0;2;1;6;0;1;1;1;4;1
1000004;1A;0;5;1;2;1;3;7;6;0;0;5;8;2;0;1;0;3;5;3;1;6;2;4;0
1000005;1A;0;1;1;1;1;1;5;2;0;3;1;6;1;1;0;1;2;6;3;1;6;3;3;1
1000006;1A;0;3;1;0;0;3;7;5;1;1;5;4;0;1;0;1;2;5;1;1;2;0;0;0
1000007;1A;1;3;2;1;2;1;7;7;0;0;5;6;1;0;0;2;3;0;0;2;7;0;4;1
1000008;1A;1;6;0;1;1;3;3;1;1;0;4;8;2;0;0;2;0;1;1;0;7;2;4;0
1000009;1A;1;7;0;0;0;0;7;8;1;0;3;5;1;1;1;2;0;6;0;2;1;2;4;0
1000010;1A;0;7;2;2;0;1;4;7;1;5;4;7;2;0;0;1;1;1;3;0;4;3;4;1
1000011;1A;1;0;2;1;0;1;10;8;1;4;0;9;3;1;1;1;5;2;2;2;0;1;3;1
1000012;1A;1;1;2;1;0;2;5;7;0;3;3;1;2;1;0;2;2;1;1;2;4;1;4;1
1000013;1A;1;2;2;2;0;1;1;7;1;5;1;4;0;0;1;1;1;3;3;2;5;0;4;1
1000014;1A;1;3;2;0;0;0;0;10;1;4;3;5;3;0;1;1;1;3;4;1;0;0;1;1
1000015;1A;1;0;0;0;2;3;8;1;1;2;0;3;3;0;1;0;1;7;0;1;1;0;4;0
1000016;1A;0;7;1;2;1;0;6;1;1;1;1;5;3;1;0;0;2;3;4;0;7;1;1;0
1000017;1A;1;0;1;1;1;1;2;7;0;6;1;2;1;0;0;0;5;2;4;1;4;1;1;0
