Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;4;8;6;6;1;1;9;10;7;7;5;1;8;6;8;6;1
1000001;1A;7;4;3;1;4;0;1;9;5;1;1;0;0;6;3;2;0;0
1000002;1A;3;3;3;3;3;1;0;5;9;2;6;3;1;8;5;0;3;0
1000003;1A;3;3;8;3;6;1;1;9;6;5;6;2;1;4;0;6;4;0
1000004;1A;0;4;8;2;4;1;0;8;6;0;3;2;0;8;6;5;6;1
1000005;1A;6;2;0;0;2;0;0;6;10;0;3;3;0;5;6;5;5;0
1000006;1A;8;1;7;1;5;0;1;8;0;6;0;1;1;6;6;7;3;0
1000007;1A;3;3;7;1;1;0;1;0;8;5;3;3;0;4;4;3;5;0
1000008;1A;3;2;4;2;1;0;1;5;8;0;7;1;1;6;4;2;3;0
1000009;1A;0;3;6;6;5;1;0;3;6;7;7;1;0;1;4;1;2;1
1000010;1A;5;1;4;3;1;0;0;7;10;5;7;5;1;6;2;4;2;0
1000011;1A;6;0;5;5;6;0;0;4;7;5;4;0;0;3;3;0;5;0
1000012;1A;1;3;8;4;3;1;1;7;10;0;3;3;1;1;4;4;4;0
1000013;1A;7;2;1;0;2;0;1;8;4;1;3;5;1;8;4;3;2;1
1000014;1A;0;4;2;4;5;0;1;5;3;1;0;2;1;2;1;1;2;0
1000015;1A;3;2;5;2;3;1;0;2;1;6;5;2;0;8;1;0;0;1
1000016;1A;1;2;0;3;3;0;1;2;2;1;4;0;1;8;1;2;2;1
1000017;1A;2;0;8;0;3;0;0;5;5;4;0;1;0;8;2;2;5;0
1000018;1A;0;4;7;5;1;0;1;6;6;4;2;0;0;1;1;4;6;0
1000019;1A;1;4;2;6;6;1;0;7;5;6;3;2;0;2;5;3;5;1
1000020;1A;8;0;1;1;5;1;0;5;10;7;6;3;0;4;3;6;6;1
