Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;6;10;7;2;3;3
1000001;1A;2;8;1;1;2;0
1000002;1A;5;3;1;2;1;2
1000003;1A;3;4;6;0;0;3
1000004;1A;6;4;1;1;1;3
1000005;1A;5;0;4;2;3;2
1000006;1A;6;2;5;1;2;0
1000007;1A;3;1;4;0;3;3
1000008;1A;4;2;0;1;1;2
1000009;1A;6;0;6;1;3;1
1000010;1A;0;1;3;1;3;3
1000011;1A;5;6;3;1;1;1
1000012;1A;3;1;4;2;1;1
1000013;1A;2;10;6;1;1;3
1000014;1A;0;6;7;2;3;3
1000015;1A;0;9;7;0;0;2
1000016;1A;1;9;1;2;1;2
1000017;1A;1;2;3;1;2;2
1000018;1A;3;6;4;2;1;1
1000019;1A;1;7;5;1;0;0
1000020;1A;2;9;6;2;2;0
1000021;1A;0;6;1;0;1;0
1000022;1A;4;8;5;0;0;2
1000023;1A;6;4;3;0;2;2
1000024;1A;4;3;6;2;3;2
1000025;1A;2;4;1;1;1;0
1000026;1A;6;1;7;2;2;1
1000027;1A;2;4;2;0;1;2
1000028;1A;0;6;0;0;0;1
