Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;4;1;3;10;2;7;8;2;2;3;3;10;4;10;2;4;6;8
1000001;1A;4;0;1;7;2;0;4;0;2;2;0;3;2;4;2;4;1;6
1000002;1A;0;0;2;9;2;0;4;2;1;3;0;5;0;3;0;0;4;3
1000003;1A;2;1;1;6;0;4;1;2;0;0;2;7;4;6;0;2;5;5
1000004;1A;0;1;2;7;2;4;4;2;2;2;3;1;1;1;2;2;6;0
1000005;1A;2;0;3;3;1;4;3;0;1;2;2;4;3;8;1;3;3;5
1000006;1A;0;0;3;2;2;4;8;1;2;2;1;8;1;10;0;3;6;1
1000007;1A;1;1;1;4;1;1;8;1;2;3;3;5;2;2;0;4;1;3
1000008;1A;2;0;3;9;1;6;6;2;0;2;3;8;1;7;1;2;0;2
1000009;1A;4;1;2;5;1;4;1;1;2;3;0;3;1;7;2;4;2;0
1000010;1A;4;1;0;2;1;6;7;0;0;2;1;9;3;0;2;0;5;5
1000011;1A;3;0;1;1;2;4;0;0;0;3;3;10;3;3;2;0;5;8
1000012;1A;0;1;0;5;1;4;1;0;0;2;0;0;3;8;2;4;4;4
1000013;1A;0;1;2;0;2;2;6;2;0;2;0;4;3;0;2;2;4;6
1000014;1A;1;1;1;5;2;4;6;1;0;3;3;3;3;3;1;0;0;1
1000015;1A;0;0;1;8;1;2;7;1;2;2;1;2;3;2;0;1;5;6
1000016;1A;1;0;1;3;1;4;8;1;1;1;1;9;4;9;1;0;5;6
1000017;1A;3;0;3;2;1;2;8;0;1;3;2;9;4;2;1;1;6;5
1000018;1A;3;0;1;1;1;1;3;1;2;0;3;8;3;10;2;4;6;6
1000019;1A;2;0;2;10;1;1;0;2;0;0;1;10;1;8;2;4;5;6
1000020;1A;2;1;2;7;0;2;8;0;1;3;1;3;0;6;1;4;4;6
1000021;1A;1;1;1;10;0;3;8;2;1;0;1;1;1;10;1;4;1;2
1000022;1A;4;0;0;4;1;2;2;2;2;1;0;9;3;10;0;4;5;1
1000023;1A;1;1;2;8;2;3;0;0;0;3;0;5;2;3;1;3;5;4
1000024;1A;3;0;3;4;2;7;8;1;0;2;1;4;0;9;1;0;2;8
1000025;1A;1;1;3;0;1;0;1;1;2;2;0;10;0;5;0;2;5;1
1000026;1A;2;1;0;0;2;6;0;2;2;1;3;5;3;7;0;4;2;0
1000027;1A;2;0;3;6;1;7;2;1;1;1;3;8;0;9;1;4;6;8
1000028;1A;1;0;3;3;0;2;5;0;2;2;0;2;3;9;1;2;6;6
