Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;4;1;8;4;6;7
1000001;1A;2;1;1;1;6;2
1000002;1A;3;1;8;1;4;0
1000003;1A;0;1;5;0;0;6
1000004;1A;1;1;4;0;5;7
1000005;1A;3;1;0;3;3;0
1000006;1A;4;1;0;0;6;6
1000007;1A;1;1;6;3;5;1
1000008;1A;2;0;0;1;5;1
1000009;1A;4;1;3;2;2;5
1000010;1A;0;1;0;4;1;1
1000011;1A;1;1;0;0;1;6
1000012;1A;0;1;7;0;0;7
1000013;1A;2;1;0;0;4;0
1000014;1A;1;0;4;4;2;5
1000015;1A;0;0;2;0;0;3
1000016;1A;0;0;3;1;5;4
1000017;1A;2;1;4;2;5;1
1000018;1A;4;0;1;4;4;0
1000019;1A;0;1;8;2;6;0
1000020;1A;1;1;1;4;4;3
1000021;1A;2;1;2;3;1;7
1000022;1A;0;0;7;4;3;7
1000023;1A;0;1;2;3;3;0
1000024;1A;4;1;4;2;6;7
1000025;1A;0;0;5;2;0;4
1000026;1A;2;1;6;0;4;1
1000027;1A;2;0;2;4;0;4
1000028;1A;3;0;3;2;1;0
1000029;1A;2;1;1;3;4;4
1000030;1A;4;1;5;0;2;5
1000031;1A;3;0;3;2;6;0
