Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;4;7;9;7;4;1;8;4;8;10;1;2;10;5;4;6;4;5
1000001;1A;4;5;3;4;3;1;1;0;1;8;1;0;0;2;3;2;3;4
1000002;1A;4;0;5;7;4;0;1;1;3;7;0;2;7;1;2;0;3;2
1000003;1A;4;3;2;7;3;1;2;2;5;3;1;0;7;0;2;2;2;5
1000004;1A;3;2;3;2;3;0;8;3;3;7;1;2;4;4;4;5;0;3
1000005;1A;1;6;3;4;4;1;2;3;1;5;1;2;8;5;0;4;0;4
1000006;1A;4;1;2;1;1;0;6;1;6;6;0;2;5;5;4;1;1;0
1000007;1A;2;5;4;4;3;0;2;4;3;4;1;2;3;5;2;6;2;1
1000008;1A;0;0;3;6;3;0;7;1;1;9;0;1;8;4;1;0;4;4
1000009;1A;1;3;8;5;2;1;2;4;3;4;0;2;4;3;3;2;1;4
1000010;1A;4;5;4;7;4;0;8;4;5;6;1;1;4;3;3;0;3;4
1000011;1A;2;0;1;2;1;1;4;1;8;6;1;0;9;4;1;5;0;0
1000012;1A;0;7;1;7;3;0;1;0;6;10;1;1;9;1;0;5;2;1
1000013;1A;4;5;0;5;3;0;4;4;4;3;1;0;6;0;1;2;2;1
1000014;1A;1;3;0;6;0;1;2;2;7;0;1;1;2;2;0;2;4;5
