Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;9;3;4;2;10;6;9;10;8;5;7;2;8;10;7
1000001;1A;3;2;1;1;2;2;2;3;7;4;0;2;1;3;2
1000002;1A;4;1;3;1;7;0;6;1;2;5;2;2;0;7;0
1000003;1A;9;2;4;1;4;3;4;7;7;5;1;1;6;0;4
1000004;1A;1;0;2;0;4;5;8;1;3;1;6;2;6;3;2
1000005;1A;6;0;0;1;7;6;7;6;7;0;7;2;3;9;1
1000006;1A;8;0;3;0;7;2;5;10;2;4;0;0;2;6;1
1000007;1A;3;1;2;2;6;5;5;10;1;2;6;0;2;9;7
1000008;1A;8;1;2;2;7;5;5;1;6;0;7;0;1;5;1
1000009;1A;8;1;4;2;8;1;9;8;5;0;0;2;5;2;5
1000010;1A;9;3;1;2;5;3;7;1;2;2;5;2;5;8;5
1000011;1A;4;3;0;0;2;1;8;5;3;5;4;1;3;10;6
1000012;1A;8;3;3;2;5;5;9;4;7;5;3;2;1;0;0
1000013;1A;8;2;3;1;9;6;4;3;4;0;1;2;1;1;6
1000014;1A;3;2;3;0;5;1;1;0;5;4;7;2;6;5;3
1000015;1A;5;3;3;2;1;2;8;9;1;0;4;1;1;2;6
