Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;3;7;9;4;9;1;7;7;7;8;1;5;6;8;7;3;5;7;9;6;2;7;7;7
1000001;1A;3;5;2;4;4;0;4;3;6;2;1;3;4;7;6;3;5;3;5;3;1;5;5;5
1000002;1A;3;3;7;0;3;1;1;1;4;8;1;4;3;7;6;1;3;7;3;6;1;6;2;5
1000003;1A;0;5;8;1;8;0;6;6;0;4;1;0;4;6;7;0;5;0;5;1;2;6;1;1
1000004;1A;3;6;7;4;8;0;1;0;1;4;0;2;0;2;3;2;5;1;7;1;0;1;1;4
1000005;1A;3;1;4;2;2;0;0;5;5;0;1;0;2;7;5;2;3;0;3;2;0;7;2;3
1000006;1A;0;2;5;0;0;0;2;1;4;5;0;3;0;0;5;3;5;3;2;3;2;6;7;6
1000007;1A;3;1;3;2;2;0;3;0;0;4;0;1;5;1;0;2;4;0;2;1;1;4;6;7
1000008;1A;0;6;3;2;0;0;7;1;5;0;1;4;2;6;4;0;4;1;0;6;2;0;2;4
1000009;1A;1;1;5;1;1;0;1;2;4;0;1;5;3;1;7;1;5;1;2;1;0;2;3;5
1000010;1A;0;2;7;2;6;0;3;4;2;4;1;4;4;6;5;3;5;5;5;6;1;0;5;2
1000011;1A;1;7;4;1;6;1;2;7;1;1;0;2;5;7;4;3;4;0;3;1;0;3;7;6
1000012;1A;3;5;8;1;1;1;0;6;3;1;0;3;2;6;2;1;1;1;7;3;2;2;3;4
1000013;1A;0;4;9;1;6;1;2;6;0;8;0;3;6;4;5;2;2;1;4;3;1;0;3;4
1000014;1A;3;0;1;1;0;1;3;1;5;8;1;0;3;4;7;0;3;0;0;1;0;7;5;2
1000015;1A;2;7;5;2;1;1;4;5;7;3;0;1;5;3;1;2;3;3;4;3;2;4;0;0
1000016;1A;3;3;1;0;3;0;2;7;3;2;1;1;4;1;0;0;5;2;4;0;1;7;0;6
1000017;1A;2;1;5;1;0;1;2;1;3;1;1;3;6;7;7;2;0;0;5;0;0;1;5;5
1000018;1A;3;1;3;4;8;1;4;4;4;0;1;3;3;3;6;3;0;0;8;0;1;0;3;1
1000019;1A;0;1;1;2;6;0;5;3;0;7;1;0;1;4;3;1;1;3;8;6;2;4;7;2
1000020;1A;2;5;1;2;4;0;7;4;5;3;1;3;4;6;7;3;5;6;7;2;0;2;7;2
1000021;1A;0;4;4;0;7;0;7;0;0;6;1;1;1;3;0;2;5;5;6;0;2;6;4;1
1000022;1A;1;3;0;2;1;1;1;5;0;8;0;2;2;1;3;2;4;5;5;0;0;3;0;7
1000023;1A;1;4;8;2;1;0;2;4;6;7;0;5;6;6;4;2;1;3;1;2;0;1;0;1
1000024;1A;3;3;9;0;1;0;3;3;3;0;0;4;4;6;6;0;2;5;2;3;2;5;6;2
1000025;1A;3;0;8;3;9;1;7;1;5;8;1;4;6;3;3;3;1;1;8;3;1;4;0;2
1000026;1A;0;2;5;2;5;1;7;6;5;6;0;1;4;6;1;0;1;5;8;0;1;1;6;7
1000027;1A;2;2;5;2;9;0;5;2;2;3;1;4;2;3;2;2;4;1;5;2;0;4;3;1
1000028;1A;3;5;5;1;7;0;2;1;2;4;1;4;1;6;5;2;4;1;6;0;2;3;1;4
1000029;1A;1;6;1;4;4;0;2;0;4;6;0;2;2;3;4;0;4;6;6;2;2;1;2;6
1000030;1A;3;6;1;1;7;1;0;2;7;8;1;2;2;1;5;0;2;7;6;3;2;7;5;7
1000031;1A;3;7;1;3;3;0;6;5;7;2;1;4;6;7;6;1;4;6;0;1;1;7;4;0
1000032;1A;0;0;4;4;1;1;3;4;3;7;0;0;1;3;1;3;4;1;1;6;1;1;4;7
1000033;1A;1;4;8;0;6;1;3;6;7;6;0;2;5;6;7;0;5;3;5;0;0;7;0;4
1000034;1A;3;3;2;2;9;0;5;4;4;2;1;0;2;1;1;0;0;3;5;5;2;7;2;3
1000035;1A;3;6;0;2;9;1;2;6;2;3;0;4;0;3;6;2;5;1;0;6;2;6;6;4
1000036;1A;1;2;0;0;5;1;0;5;0;0;0;4;6;0;2;3;5;2;1;3;0;5;5;4
1000037;1A;3;4;1;2;6;0;6;6;7;8;1;4;3;3;1;1;4;1;4;4;1;6;1;3
1000038;1A;3;6;4;3;5;0;5;0;3;5;0;3;4;7;5;2;5;4;2;3;0;3;1;1
1000039;1A;3;1;3;3;6;0;5;3;6;6;1;5;0;6;0;1;5;7;6;1;2;2;4;3
