Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;8;9;2;5;5;4;9;6;8;5;7;3;2;6
1000001;1A;8;2;0;2;0;2;1;1;1;7;0;2;2;2;3
1000002;1A;3;8;2;2;4;4;1;8;4;5;4;6;2;0;4
1000003;1A;2;0;3;0;2;1;0;4;5;2;4;5;2;2;0
1000004;1A;2;6;8;1;4;5;0;9;2;6;4;7;0;1;6
1000005;1A;5;5;1;1;2;3;2;7;4;5;2;1;1;0;0
1000006;1A;3;4;9;0;4;0;0;2;6;6;3;1;1;2;5
1000007;1A;0;4;5;2;5;5;4;2;1;0;2;3;0;0;4
1000008;1A;6;8;9;1;2;3;3;5;1;0;4;3;1;2;3
1000009;1A;7;3;1;2;4;1;4;5;4;1;0;2;0;1;2
1000010;1A;8;4;8;2;0;5;3;1;0;8;2;2;1;2;3
1000011;1A;4;2;8;1;4;1;2;4;1;0;1;6;1;0;0
1000012;1A;0;1;0;1;4;3;1;0;5;8;1;1;0;2;5
1000013;1A;7;6;1;1;0;0;1;0;4;0;5;5;2;2;0
1000014;1A;4;2;8;0;5;0;3;4;0;0;5;4;2;2;3
1000015;1A;2;3;1;1;3;4;1;8;3;3;1;3;3;2;1
1000016;1A;3;7;9;0;4;4;4;4;4;3;2;7;2;1;6
1000017;1A;8;3;8;1;5;2;4;0;3;8;4;1;3;2;2
1000018;1A;3;8;4;2;2;0;0;3;6;4;5;3;3;2;0
1000019;1A;6;1;2;1;2;2;1;7;0;4;3;7;3;1;5
1000020;1A;7;3;1;1;0;3;1;7;2;0;2;4;1;1;5
1000021;1A;7;4;8;0;5;5;3;0;3;6;3;6;0;2;5
1000022;1A;3;5;1;2;1;2;0;5;1;8;2;0;0;2;1
1000023;1A;8;1;0;2;1;0;3;6;5;8;2;6;3;0;0
1000024;1A;1;2;8;2;4;5;1;8;4;4;2;1;1;0;1
1000025;1A;1;0;9;0;4;3;2;7;5;0;1;0;2;2;5
1000026;1A;6;1;9;0;1;3;4;8;3;8;3;2;1;0;4
1000027;1A;7;7;4;2;0;0;1;7;1;2;3;0;2;1;1
1000028;1A;8;6;1;1;3;2;2;4;4;0;4;1;0;0;3
1000029;1A;4;1;8;0;4;3;1;6;5;0;2;7;0;0;0
1000030;1A;5;7;1;0;4;1;4;5;0;4;1;0;1;0;0
1000031;1A;4;1;2;2;1;1;3;0;3;3;1;6;0;1;6
1000032;1A;2;0;1;0;0;5;2;0;4;0;5;2;0;2;5
1000033;1A;2;4;0;0;0;3;0;1;6;7;0;3;0;0;6
1000034;1A;8;2;3;1;1;2;0;2;1;7;3;5;0;1;0
1000035;1A;3;4;5;0;1;5;3;8;2;8;2;5;2;1;0
1000036;1A;2;0;4;0;2;5;0;4;4;6;4;2;1;2;3
1000037;1A;1;8;4;1;4;2;4;5;5;2;1;0;2;2;5
1000038;1A;6;8;4;1;5;5;1;0;1;5;3;3;3;2;3
