Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;5;5;3;9;3;7;5;8;6;10;9;6;4;6;3;10;3;1;8;6;10
1000001;1A;3;4;1;9;1;6;4;0;4;2;5;1;1;6;1;7;2;1;7;3;7
1000002;1A;3;2;2;9;0;0;5;4;6;1;8;3;2;5;3;0;3;0;4;0;5
1000003;1A;2;2;0;0;2;5;2;6;4;2;1;6;4;1;2;6;3;0;7;2;6
1000004;1A;3;3;0;7;2;2;4;0;5;8;6;5;2;2;0;10;0;1;2;3;6
1000005;1A;0;1;3;0;3;3;0;5;2;9;5;4;2;6;3;4;0;1;5;2;5
1000006;1A;1;2;3;0;2;6;0;0;1;10;3;3;3;0;3;6;0;1;5;5;3
1000007;1A;0;2;2;6;2;6;3;4;6;3;3;2;2;5;2;10;0;1;4;6;4
1000008;1A;4;4;3;8;0;1;4;5;0;2;8;3;3;2;0;0;1;0;0;1;0
1000009;1A;0;3;1;1;3;1;1;1;0;5;5;3;1;2;0;6;3;0;1;6;1
1000010;1A;3;2;2;7;1;6;4;2;4;7;0;2;1;4;1;4;1;1;4;4;9
1000011;1A;0;5;2;9;0;6;2;0;5;3;8;2;0;4;0;7;2;1;6;2;10
1000012;1A;2;4;2;6;1;7;0;5;6;4;0;1;0;1;0;7;2;0;8;4;4
1000013;1A;5;4;2;9;3;0;0;0;2;4;4;5;0;3;0;0;3;1;6;6;0
1000014;1A;3;2;0;0;3;5;0;2;5;5;3;1;2;0;2;5;1;1;2;0;1
1000015;1A;1;3;3;8;0;5;5;2;5;6;1;4;4;5;3;4;2;1;0;3;3
1000016;1A;0;0;1;4;3;3;0;6;0;10;3;2;0;1;0;2;3;1;7;5;0
1000017;1A;2;4;2;9;1;7;0;3;2;2;6;2;1;1;0;9;3;0;5;4;6
1000018;1A;1;0;2;5;0;4;0;2;2;9;7;2;4;5;1;1;0;0;2;5;3
1000019;1A;0;2;3;9;3;3;2;8;5;0;6;2;0;5;3;5;2;1;4;6;1
1000020;1A;5;4;2;1;0;5;3;0;3;7;4;6;3;6;3;2;3;1;4;1;8
1000021;1A;0;4;1;8;2;6;2;4;2;6;0;2;2;5;2;0;2;0;8;2;6
1000022;1A;1;0;2;8;3;2;4;0;3;4;7;0;1;0;1;1;2;1;8;0;8
1000023;1A;2;2;0;6;2;2;5;5;4;5;3;0;2;5;1;2;1;1;1;5;4
1000024;1A;0;0;3;4;3;3;1;3;1;1;6;3;0;5;1;3;2;1;4;2;1
1000025;1A;5;5;2;2;1;3;1;6;4;8;8;6;4;0;2;5;0;0;0;3;2
1000026;1A;3;1;0;5;1;2;1;7;5;9;0;0;1;2;0;5;3;1;6;3;0
1000027;1A;4;3;1;9;0;4;2;8;0;5;2;6;1;4;3;2;2;0;2;2;9
1000028;1A;4;5;1;5;0;1;2;6;2;1;0;5;3;6;0;9;3;1;1;3;0
1000029;1A;2;1;2;7;2;3;5;0;2;3;6;2;2;0;1;1;1;0;8;6;2
