Deelvraag;;1.1;1.2;1.3
Meerekenen;;true;true;true
Punten;;2;4;9
1000001;1A;2;4;8
1000002;1A;2;3;2
1000003;1A;0;1;8
1000004;1A;1;1;6
1000005;1A;1;1;8
1000006;1A;2;0;4
1000007;1A;0;1;4
1000008;1A;0;2;2
1000009;1A;1;1;7
1000010;1A;0;1;9
1000011;1A;1;1;3
1000012;1A;2;3;2
1000013;1A;2;2;4
1000014;1A;1;1;3
1000015;1A;1;3;2
1000016;1A;0;4;4
1000017;1A;2;4;9
1000018;1A;1;1;2
1000019;1A;0;2;9
1000020;1A;2;3;3
1000021;1A;1;1;0
1000022;1A;2;0;4
1000023;1A;2;1;7
1000024;1A;2;2;2
1000025;1A;2;4;4
1000026;1A;0;2;9
1000027;1A;2;2;9
1000028;1A;0;3;3
1000029;1A;1;0;9
1000030;1A;2;4;0
1000031;1A;2;3;3
1000032;1A;2;3;2
1000033;1A;1;4;1
1000034;1A;1;4;6
1000035;1A;2;1;7
1000036;1A;0;0;1
1000037;1A;1;0;0
1000038;1A;1;0;0
1000039;1A;0;2;8
1000040;1A;2;3;1
1000041;1A;2;0;2
