Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;8;6;2;5;7;4;7;5;8;6;4;10;8;2;9;10;1;3;9;6;6;7;4;8
1000001;1A;6;3;0;2;7;3;0;0;2;2;0;2;6;0;0;0;1;1;2;4;1;5;0;2
1000002;1A;7;1;1;4;6;4;0;2;5;5;0;8;6;2;2;10;1;0;1;0;2;1;0;2
1000003;1A;2;5;1;1;4;2;2;1;4;2;0;3;3;1;0;2;0;3;0;6;2;2;0;1
1000004;1A;2;6;1;5;6;4;3;3;1;6;1;0;4;2;9;3;1;2;6;1;0;7;2;6
1000005;1A;4;1;2;1;3;4;3;0;5;5;4;0;8;0;7;8;1;3;7;5;6;7;0;0
1000006;1A;3;2;0;0;6;3;2;1;7;3;4;3;6;1;6;10;1;1;9;1;2;3;3;2
1000007;1A;3;2;2;2;1;4;7;2;3;3;2;7;6;2;8;5;1;2;9;5;1;5;2;0
1000008;1A;7;0;2;4;1;4;0;1;5;4;0;3;6;0;9;6;1;1;0;4;1;2;1;7
1000009;1A;7;3;0;3;4;1;7;0;0;0;1;3;8;1;6;3;1;1;1;2;2;1;3;1
1000010;1A;7;6;0;5;0;1;2;5;0;1;3;6;5;1;9;9;0;3;1;0;1;4;3;1
1000011;1A;3;3;1;1;7;0;0;4;0;3;1;1;1;2;1;7;0;2;9;5;1;0;4;6
1000012;1A;8;3;1;4;6;1;0;1;0;5;2;2;2;1;4;4;0;3;3;3;2;6;2;6
1000013;1A;1;4;1;0;2;1;5;0;3;1;3;8;2;2;7;3;0;3;5;0;1;1;1;0
1000014;1A;4;1;0;5;5;3;2;5;3;1;2;8;5;2;2;3;0;3;5;2;1;1;4;7
1000015;1A;2;1;1;5;4;2;5;5;1;0;2;3;2;2;6;1;1;1;0;0;1;6;1;8
1000016;1A;7;0;2;4;6;3;7;4;3;4;1;8;2;1;1;1;0;2;2;6;0;7;1;1
