Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;2;4;4;4;8;10;5;3;10;9;1;5;8;1;1
1000001;1A;0;4;3;1;3;10;0;2;9;4;0;4;1;0;0
1000002;1A;0;4;4;3;4;3;1;2;8;3;0;5;8;0;1
1000003;1A;0;0;4;0;7;8;1;0;7;2;0;3;4;0;0
1000004;1A;0;3;2;0;3;5;3;2;8;5;0;3;5;0;1
1000005;1A;0;2;3;0;2;9;5;0;7;7;0;3;3;0;0
1000006;1A;2;4;4;2;6;8;5;2;2;8;1;1;7;0;1
1000007;1A;2;4;0;1;5;7;4;3;0;4;1;4;5;1;0
1000008;1A;1;3;3;2;8;7;1;1;2;4;0;0;3;0;0
1000009;1A;1;4;2;0;7;7;1;1;6;3;1;5;5;0;0
1000010;1A;2;2;0;1;1;10;0;3;1;7;1;4;6;0;0
1000011;1A;0;2;2;1;0;7;2;2;4;5;0;5;0;0;1
1000012;1A;2;0;0;2;3;7;3;0;2;8;0;4;8;0;1
1000013;1A;0;1;2;1;4;2;3;3;8;6;1;0;7;0;1
1000014;1A;1;3;4;1;7;10;3;1;8;6;0;1;1;1;1
1000015;1A;1;1;0;4;8;10;4;3;3;7;1;3;7;1;1
1000016;1A;1;1;1;0;5;9;3;3;0;1;1;4;8;1;0
1000017;1A;1;3;1;2;8;5;3;2;8;3;0;2;4;0;1
1000018;1A;1;4;1;4;6;0;4;3;8;5;0;1;7;1;0
1000019;1A;1;3;0;4;1;4;5;0;4;6;1;1;3;0;1
1000020;1A;0;1;4;4;8;5;0;0;9;2;1;2;2;0;0
1000021;1A;1;1;1;3;7;0;0;1;10;6;1;5;1;1;1
1000022;1A;2;1;0;4;0;0;5;0;3;0;0;4;8;1;0
