Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3
Meerekenen;;true;true;true;true;true;true
Punten;;8;2;4;4;5;9
1000001;1A;2;2;2;3;4;6
1000002;1A;1;2;1;2;2;5
1000003;1A;7;0;1;1;1;9
1000004;1A;8;2;0;0;0;4
1000005;1A;2;0;1;4;3;6
1000006;1A;1;0;2;4;5;2
1000007;1A;7;0;4;3;1;8
1000008;1A;5;2;1;0;2;7
1000009;1A;5;2;0;4;2;1
1000010;1A;7;0;4;0;3;1
1000011;1A;7;0;1;4;2;8
1000012;1A;6;2;3;0;1;8
1000013;1A;7;1;0;1;2;8
1000014;1A;6;2;1;2;1;8
1000015;1A;8;2;3;0;3;9
1000016;1A;2;2;2;1;5;3
1000017;1A;4;1;1;3;0;1
1000018;1A;4;2;4;1;0;1
1000019;1A;8;0;1;2;3;0
1000020;1A;4;1;0;3;4;3
1000021;1A;0;0;2;2;2;2
1000022;1A;0;1;2;3;4;0
