Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;9;2;10;1;3;1;6;7;4;2;1;10;3;4;7
1000001;1A;4;1;0;0;0;0;4;7;4;1;0;0;3;3;0
1000002;1A;4;0;3;1;2;1;5;5;2;1;0;9;3;2;6
1000003;1A;7;2;3;0;0;1;5;1;2;0;0;10;1;1;4
1000004;1A;4;0;10;0;2;0;6;7;4;1;1;7;1;3;5
1000005;1A;2;1;6;1;3;1;4;4;2;1;0;0;2;1;3
1000006;1A;1;0;2;0;3;0;6;1;0;1;1;10;1;3;5
1000007;1A;2;1;3;0;3;1;4;7;0;1;0;6;0;1;1
1000008;1A;3;0;8;0;3;1;4;6;0;0;1;2;3;3;5
1000009;1A;8;2;4;1;1;0;3;4;2;2;0;3;0;1;7
1000010;1A;9;2;4;1;2;0;0;0;4;1;1;7;3;0;6
1000011;1A;6;1;7;0;0;0;0;1;2;0;0;9;3;0;1
1000012;1A;7;1;2;0;2;1;4;1;4;0;0;6;0;1;2
1000013;1A;1;1;0;1;2;0;0;6;2;2;1;8;0;1;0
1000014;1A;8;1;8;0;1;0;3;0;4;1;0;3;2;2;5
1000015;1A;9;2;3;1;1;1;3;5;0;1;1;8;1;0;6
1000016;1A;0;1;6;0;0;1;6;0;3;2;0;5;1;3;1
1000017;1A;2;1;7;1;2;1;3;5;4;1;1;1;3;0;3
1000018;1A;4;0;0;1;2;1;4;6;0;1;0;3;1;4;4
1000019;1A;2;0;0;0;3;1;5;7;1;1;1;0;2;4;1
1000020;1A;2;2;9;1;2;1;0;7;0;0;0;9;0;2;6
1000021;1A;7;1;7;1;3;1;4;7;0;2;1;0;2;1;6
1000022;1A;6;2;6;1;0;1;6;1;1;1;0;0;2;4;4
1000023;1A;4;2;10;1;1;0;6;5;3;0;0;2;0;3;4
1000024;1A;4;2;4;0;3;0;5;2;2;0;0;0;1;1;1
1000025;1A;4;2;4;1;2;1;0;7;4;0;0;10;3;0;5
1000026;1A;2;1;10;0;2;0;3;7;3;0;1;7;1;0;4
1000027;1A;7;1;6;1;1;0;0;5;3;1;0;10;1;0;4
1000028;1A;9;2;1;1;2;0;6;1;1;2;1;10;2;3;3
1000029;1A;1;2;9;1;0;1;3;4;0;2;0;10;0;4;5
1000030;1A;3;0;1;1;1;0;5;6;4;1;0;7;1;3;5
