Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;9;10;6;7;6;9;3;5;5;8;9;8;5;2;3
1000001;1A;3;10;3;4;0;9;3;2;1;7;7;7;5;2;0
1000002;1A;0;4;3;4;0;2;2;2;3;4;3;3;2;2;3
1000003;1A;2;8;4;2;5;4;3;2;5;8;4;7;2;0;2
1000004;1A;3;1;0;3;1;3;2;2;5;8;8;2;4;1;3
1000005;1A;0;8;2;2;0;1;0;5;2;3;6;3;2;0;0
1000006;1A;2;2;5;2;3;9;2;4;3;1;6;8;2;0;2
1000007;1A;4;6;6;0;6;1;1;1;3;7;1;8;2;0;1
1000008;1A;8;8;0;6;4;6;2;0;0;7;8;7;1;2;0
1000009;1A;7;2;6;6;0;3;3;0;1;8;5;7;2;1;0
1000010;1A;0;8;2;5;5;8;1;0;5;6;4;5;3;2;2
1000011;1A;4;3;2;2;6;3;3;1;0;6;8;1;5;0;0
1000012;1A;2;9;6;4;1;9;1;4;4;3;0;4;2;2;1
1000013;1A;2;3;2;7;6;9;2;3;1;5;1;4;2;0;3
1000014;1A;5;10;4;5;4;9;1;4;1;3;7;1;0;0;0
1000015;1A;7;0;4;3;6;9;2;4;3;2;3;3;0;1;2
1000016;1A;2;7;4;5;5;4;2;1;1;7;6;3;5;0;1
