Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;1;2;8;2;9;7;8;10;8
1000001;1A;1;0;6;2;0;1;0;9;2
1000002;1A;0;1;6;2;8;7;2;8;3
1000003;1A;0;2;2;0;3;0;1;4;7
1000004;1A;0;0;3;2;1;5;0;9;2
1000005;1A;0;0;2;2;8;0;3;7;8
1000006;1A;1;0;3;1;1;0;6;0;7
1000007;1A;0;0;4;1;1;7;6;2;2
1000008;1A;1;0;5;0;3;7;1;10;8
1000009;1A;1;0;5;0;5;2;6;3;6
1000010;1A;1;1;7;1;7;7;7;9;1
1000011;1A;1;1;0;1;4;6;6;4;2
1000012;1A;1;2;8;0;0;7;8;0;2
1000013;1A;0;1;5;0;7;6;1;4;5
1000014;1A;1;1;1;0;2;7;7;2;3
1000015;1A;0;1;1;2;7;6;3;1;4
1000016;1A;0;2;8;2;5;1;8;7;6
1000017;1A;1;0;0;1;4;4;5;9;6
1000018;1A;1;0;6;0;4;0;4;5;2
1000019;1A;1;0;4;0;4;0;3;3;6
1000020;1A;0;2;3;2;3;0;8;4;8
1000021;1A;0;0;6;2;9;5;5;10;6
1000022;1A;0;0;6;1;3;5;8;0;4
1000023;1A;0;0;4;1;9;0;7;5;7
1000024;1A;0;0;1;1;7;1;7;6;0
1000025;1A;1;0;7;1;5;5;5;8;8
1000026;1A;1;1;2;1;3;0;4;3;5
1000027;1A;1;0;7;0;5;5;1;7;2
1000028;1A;1;0;7;2;1;2;7;0;1
