Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3;7.1;7.2;7.3;8.1;8.2;8.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;2;2;9;7;6;5;8;8;10;9;4;9;2;6;1;9;3;9;2;7;5;7;9;6
1000001;1A;0;1;6;4;2;4;3;7;6;2;0;5;0;5;1;8;2;8;0;3;3;6;4;5
1000002;1A;0;2;6;3;0;4;6;6;9;4;1;4;0;5;0;6;0;4;0;0;4;0;8;4
1000003;1A;0;1;0;2;5;1;6;0;4;8;0;5;0;6;1;4;2;5;0;6;1;6;2;3
1000004;1A;1;1;5;7;3;0;1;7;8;0;2;5;0;6;1;1;3;0;1;4;1;6;9;4
1000005;1A;2;1;5;5;6;0;5;6;4;8;1;2;0;1;0;8;3;4;2;0;0;7;5;6
1000006;1A;1;0;1;7;1;3;4;8;9;0;0;0;1;3;1;8;2;5;0;2;2;1;8;1
1000007;1A;0;2;1;1;6;3;6;4;6;8;0;6;2;0;0;0;3;6;1;5;5;4;6;3
1000008;1A;0;1;9;1;2;2;6;7;10;4;1;0;2;6;1;8;1;9;0;7;4;2;0;3
1000009;1A;0;2;6;6;6;1;2;5;8;2;4;9;2;0;1;3;0;6;1;0;5;2;3;4
1000010;1A;1;1;6;3;2;3;4;3;0;2;2;0;1;6;0;0;0;3;1;0;1;7;1;1
1000011;1A;1;0;9;5;2;3;4;7;10;7;4;8;0;6;0;6;2;6;1;7;3;3;8;0
1000012;1A;2;2;8;3;6;1;5;7;7;8;2;8;2;5;1;7;2;0;1;2;3;2;6;5
1000013;1A;0;2;4;6;6;4;1;5;10;9;3;4;0;3;0;7;3;4;0;6;1;2;5;2
1000014;1A;1;1;0;4;3;4;5;0;7;9;1;6;1;5;1;0;0;6;2;4;3;5;4;3
1000015;1A;2;2;4;2;0;2;8;7;3;3;1;7;1;3;1;1;0;0;2;3;4;0;1;4
1000016;1A;0;2;9;2;6;0;2;0;7;2;4;8;1;0;0;9;3;3;2;6;0;1;7;4
1000017;1A;1;0;1;7;5;1;1;0;7;6;3;7;1;6;0;4;1;9;0;3;4;1;5;5
1000018;1A;1;0;4;7;0;3;5;7;4;9;4;3;0;4;1;1;0;0;1;7;5;1;3;0
1000019;1A;1;2;1;4;6;2;0;0;8;9;2;7;0;2;0;4;2;8;1;2;4;6;9;1
1000020;1A;0;0;7;4;6;4;6;3;3;7;2;3;2;6;1;3;1;7;1;3;5;7;9;2
1000021;1A;1;1;8;7;0;3;7;7;7;5;1;3;2;4;0;0;1;8;0;1;1;7;3;4
