Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;9;1;5;9;2;8;2;7
1000001;1A;2;5;0;5;5;1;0;1;1
1000002;1A;9;4;0;2;6;1;2;1;5
1000003;1A;5;8;1;3;2;2;1;0;6
1000004;1A;2;1;1;3;6;1;7;0;5
1000005;1A;9;9;1;3;0;0;5;1;4
1000006;1A;8;5;0;4;9;1;2;0;4
1000007;1A;9;8;1;2;7;1;3;1;6
1000008;1A;1;2;1;5;4;2;0;0;0
1000009;1A;3;1;0;5;9;0;2;1;1
1000010;1A;3;8;0;0;1;2;6;0;5
1000011;1A;0;5;0;1;6;1;5;2;7
1000012;1A;10;0;0;1;4;0;0;1;4
1000013;1A;0;0;1;2;5;0;2;2;0
1000014;1A;5;0;1;0;2;0;8;2;7
1000015;1A;10;8;0;4;6;2;8;0;5
1000016;1A;0;6;1;3;9;1;8;2;1
1000017;1A;3;5;1;1;5;2;3;2;2
1000018;1A;7;2;0;3;7;1;2;1;5
1000019;1A;10;2;1;2;9;0;3;2;2
1000020;1A;9;9;0;5;5;1;7;2;4
1000021;1A;3;4;0;5;4;2;4;1;0
1000022;1A;6;1;0;5;9;2;0;2;1
1000023;1A;6;4;1;0;4;2;7;0;0
1000024;1A;0;8;0;5;2;1;8;2;7
1000025;1A;7;9;1;0;4;2;5;1;4
1000026;1A;3;4;1;0;0;1;5;2;4
1000027;1A;4;8;0;1;5;1;2;1;4
1000028;1A;7;8;1;4;6;2;6;1;7
1000029;1A;0;1;0;5;3;2;5;2;7
1000030;1A;3;7;0;3;9;0;1;2;1
1000031;1A;1;3;0;3;2;0;1;1;6
1000032;1A;1;7;1;4;7;2;2;0;0
1000033;1A;2;3;0;5;5;1;1;1;1
1000034;1A;0;2;0;1;0;0;2;0;2
1000035;1A;10;0;0;2;9;1;6;0;3
1000036;1A;0;5;0;3;4;2;7;1;5
1000037;1A;0;6;0;4;9;2;6;2;2
1000038;1A;9;7;1;1;5;2;1;2;6
