Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;5;6;7;1;5;3;2;7;10
1000001;1A;5;3;0;0;3;2;2;3;4
1000002;1A;0;6;0;1;1;3;1;2;10
1000003;1A;5;6;2;1;5;0;1;4;6
1000004;1A;0;6;4;0;3;1;2;5;9
1000005;1A;5;0;2;0;5;3;0;7;10
1000006;1A;0;4;3;0;4;0;1;6;9
1000007;1A;3;2;6;1;1;1;1;0;8
1000008;1A;5;1;1;0;3;0;0;3;7
1000009;1A;2;4;3;1;3;2;2;2;1
1000010;1A;2;5;6;1;5;2;1;0;5
1000011;1A;2;5;1;1;0;0;1;4;2
1000012;1A;0;5;4;0;5;2;0;7;6
1000013;1A;2;4;2;0;1;2;2;4;3
1000014;1A;4;4;6;0;4;1;1;5;1
1000015;1A;3;3;4;0;2;0;2;2;9
1000016;1A;3;2;7;0;0;3;0;3;2
1000017;1A;1;1;1;0;1;0;1;2;10
1000018;1A;2;3;1;0;0;3;2;1;9
