Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;7;9;7;3;2;9;3;4;1;5;5;1;8;2;7;8;10;8
1000001;1A;7;1;5;0;1;1;1;4;0;1;3;1;7;1;6;1;0;1
1000002;1A;4;4;7;2;0;2;1;3;1;4;0;0;5;0;4;7;5;5
1000003;1A;7;9;4;0;0;9;2;3;1;1;5;1;3;1;0;6;6;4
1000004;1A;4;0;5;0;1;4;1;4;1;1;1;1;0;0;0;0;4;3
1000005;1A;4;9;7;2;1;6;1;0;1;1;0;1;7;1;5;4;4;3
1000006;1A;5;6;5;2;2;1;0;2;1;2;1;1;4;2;4;2;9;4
1000007;1A;4;0;6;0;2;5;3;1;0;4;4;1;8;2;1;4;7;0
1000008;1A;0;3;2;0;0;7;2;0;0;4;5;0;0;2;0;8;9;6
1000009;1A;1;2;0;2;2;6;3;1;0;4;5;0;0;1;5;4;2;6
1000010;1A;3;9;3;1;0;7;1;4;1;1;0;0;4;1;6;3;4;1
1000011;1A;6;6;4;1;0;2;1;4;0;5;2;0;4;2;3;4;0;8
1000012;1A;7;1;0;0;0;5;2;3;0;0;0;1;1;2;4;7;10;2
1000013;1A;3;2;0;1;1;5;3;3;0;1;4;0;0;1;3;0;2;0
1000014;1A;1;0;5;2;2;8;0;4;0;5;2;1;2;0;5;7;4;5
1000015;1A;0;7;1;1;1;6;3;1;1;0;1;1;1;0;5;5;9;8
1000016;1A;0;2;0;1;1;1;2;4;1;1;1;0;5;2;7;6;0;0
1000017;1A;5;6;4;0;0;6;2;2;1;1;0;0;7;0;7;7;4;5
1000018;1A;7;2;0;3;2;7;3;2;0;5;2;1;7;1;6;0;3;0
1000019;1A;3;9;2;1;0;1;2;1;1;0;3;1;8;2;3;1;5;0
