Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;5;4;6;3;7;7;9;8;1
1000001;1A;2;1;3;2;4;7;2;7;0
1000002;1A;0;0;5;1;0;2;5;1;1
1000003;1A;0;2;1;2;2;4;0;7;1
1000004;1A;4;0;3;3;3;4;7;8;1
1000005;1A;0;0;4;1;1;7;2;2;0
1000006;1A;5;4;4;3;3;0;8;4;0
1000007;1A;4;3;0;1;4;0;3;2;0
1000008;1A;4;0;2;0;2;4;6;5;1
1000009;1A;0;0;6;1;4;6;4;3;0
1000010;1A;4;1;2;2;1;2;4;1;1
1000011;1A;1;0;6;0;0;6;2;0;0
1000012;1A;4;1;6;3;0;3;1;8;0
1000013;1A;3;2;2;2;4;5;1;7;1
1000014;1A;2;3;5;2;2;1;4;0;1
1000015;1A;5;2;0;1;5;7;2;8;0
1000016;1A;5;3;0;1;4;4;1;2;0
1000017;1A;2;4;4;2;2;1;4;8;1
1000018;1A;1;2;3;1;3;5;3;1;0
1000019;1A;4;3;3;3;5;6;7;5;1
1000020;1A;1;1;0;2;4;0;8;6;1
1000021;1A;5;0;5;2;0;1;4;2;1
1000022;1A;2;0;1;3;3;3;9;2;0
1000023;1A;0;1;6;3;3;6;9;0;1
1000024;1A;2;0;0;3;3;0;9;4;1
1000025;1A;3;2;3;0;6;1;5;1;0
1000026;1A;3;3;5;3;5;7;5;7;0
1000027;1A;5;0;1;2;4;7;0;3;0
1000028;1A;2;3;0;2;1;0;3;3;0
1000029;1A;1;1;3;0;3;0;4;0;1
1000030;1A;2;2;6;0;5;0;3;1;0
1000031;1A;3;4;0;2;1;3;5;4;1
1000032;1A;2;3;5;1;3;6;7;5;0
