Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;4;9;9;5;9;3;2;1;7;1;6;1;7;1;3
1000001;1A;4;8;9;0;0;2;0;0;4;0;4;0;7;1;1
1000002;1A;0;8;2;0;7;3;2;1;2;0;6;0;0;0;2
1000003;1A;2;3;0;2;0;0;0;0;6;0;2;0;4;1;2
1000004;1A;3;2;9;4;5;0;2;1;0;1;4;1;4;0;2
1000005;1A;0;8;7;0;3;1;1;1;1;0;6;0;4;0;3
1000006;1A;0;8;7;4;4;3;1;1;1;1;4;1;3;0;3
1000007;1A;3;2;5;1;8;1;2;0;6;1;5;1;1;1;0
1000008;1A;3;7;2;1;8;0;2;0;0;1;1;1;6;1;2
1000009;1A;0;3;1;1;8;0;1;1;1;1;0;0;3;0;3
1000010;1A;0;6;3;5;8;1;0;1;1;0;0;0;7;1;2
1000011;1A;0;3;2;5;7;3;2;0;2;0;4;0;7;1;1
1000012;1A;0;8;6;2;6;3;1;1;2;0;3;1;3;1;3
1000013;1A;0;1;5;4;5;1;1;0;0;0;6;1;5;0;0
1000014;1A;2;0;0;3;5;1;2;1;0;0;0;1;0;0;2
1000015;1A;2;8;7;1;9;0;0;0;3;0;4;1;4;1;2
1000016;1A;4;3;4;4;2;1;2;1;0;1;3;0;3;0;3
1000017;1A;4;7;0;5;9;0;2;0;7;1;6;0;5;1;0
1000018;1A;2;9;4;4;3;2;2;1;5;0;4;1;0;0;3
1000019;1A;1;3;2;3;6;0;0;0;3;0;2;0;0;1;2
1000020;1A;2;9;7;4;1;3;2;1;6;1;4;1;6;0;1
1000021;1A;4;0;8;5;0;3;0;0;1;0;0;0;6;0;0
1000022;1A;1;6;3;2;9;3;0;0;0;1;1;1;2;0;0
1000023;1A;4;3;5;3;0;0;0;0;2;1;3;1;4;0;1
1000024;1A;2;7;2;2;0;3;1;0;2;1;5;0;6;1;2
1000025;1A;0;4;4;1;5;2;0;1;2;1;6;0;5;0;1
1000026;1A;4;6;6;4;4;0;2;0;6;1;4;1;7;1;2
1000027;1A;1;0;9;4;7;2;1;1;0;1;3;1;3;0;1
1000028;1A;0;6;6;0;6;3;1;0;0;0;2;1;2;1;0
1000029;1A;3;6;4;4;8;3;1;1;3;0;1;0;2;0;3
1000030;1A;1;8;2;2;4;0;1;0;4;0;1;1;7;0;1
1000031;1A;2;2;6;0;9;3;2;0;4;0;5;1;3;0;1
1000032;1A;0;1;3;3;3;1;1;0;1;0;6;0;0;0;0
1000033;1A;2;2;5;0;7;0;0;0;0;1;5;0;6;1;1
1000034;1A;3;9;6;0;3;1;2;1;5;0;4;0;6;0;3
1000035;1A;2;5;6;2;7;3;2;0;5;0;3;0;1;1;1
1000036;1A;4;4;3;4;8;1;2;0;7;0;3;1;2;1;3
1000037;1A;1;7;7;4;0;2;0;0;1;1;2;0;7;0;0
1000038;1A;2;9;3;5;7;2;1;1;2;0;6;1;1;0;2
1000039;1A;2;9;7;5;6;1;1;0;2;0;1;1;4;0;2
1000040;1A;4;1;4;4;5;2;0;0;5;1;3;0;6;1;3
1000041;1A;4;1;2;2;8;0;0;1;4;0;2;0;4;1;3
1000042;1A;0;2;5;3;9;3;2;0;1;1;2;0;3;1;1
1000043;1A;1;6;2;3;4;2;0;0;7;1;4;1;3;0;3
1000044;1A;1;0;5;5;1;1;2;1;4;0;4;1;6;0;1
1000045;1A;1;5;2;0;1;1;0;1;3;1;6;1;4;1;2
1000046;1A;3;9;5;0;1;1;1;1;3;0;0;0;5;0;3
