Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;5;8;9;8;10;6;10;2;2;2;8;1
1000001;1A;1;3;6;8;4;3;9;2;0;1;7;0
1000002;1A;2;2;3;7;10;6;5;1;0;2;0;0
1000003;1A;3;6;5;5;2;3;2;1;2;1;6;1
1000004;1A;0;0;6;7;5;4;0;2;2;1;2;1
1000005;1A;4;7;6;6;3;3;5;2;0;1;4;1
1000006;1A;0;3;7;1;7;4;2;1;0;2;2;1
1000007;1A;5;5;9;8;7;4;5;2;0;1;2;0
1000008;1A;5;1;3;2;7;3;5;0;0;2;8;1
1000009;1A;3;2;2;8;10;3;5;1;1;1;4;1
1000010;1A;1;6;4;3;4;2;6;1;1;0;8;1
1000011;1A;4;2;6;3;7;3;8;2;0;2;3;0
1000012;1A;5;2;9;5;10;0;9;2;1;0;5;0
1000013;1A;4;8;9;2;1;4;4;1;0;2;2;1
1000014;1A;5;5;0;8;5;1;10;0;0;2;7;1
