Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;6;8;10;1;10;2;1;9;4;5;8;9
1000001;1A;2;1;10;1;6;1;0;3;0;0;5;0
1000002;1A;2;4;2;0;3;0;0;9;3;3;7;4
1000003;1A;1;8;8;1;7;0;0;4;3;5;3;0
1000004;1A;5;7;7;1;3;0;0;0;0;3;2;1
1000005;1A;5;3;8;1;6;1;1;8;4;4;3;6
1000006;1A;6;0;5;1;0;0;1;1;2;1;4;3
1000007;1A;1;5;4;0;2;2;1;0;2;2;4;7
1000008;1A;0;4;9;0;2;2;0;4;2;3;6;5
1000009;1A;3;0;5;0;5;1;1;8;1;0;7;6
1000010;1A;3;0;5;0;0;1;0;4;4;5;5;3
1000011;1A;1;4;10;1;8;1;1;0;4;1;7;5
1000012;1A;6;4;0;1;0;2;0;2;2;1;6;7
1000013;1A;6;5;0;0;10;2;1;6;3;5;6;7
1000014;1A;4;3;7;1;6;0;1;7;1;1;4;4
1000015;1A;1;3;9;0;9;2;1;8;4;2;8;8
1000016;1A;5;3;4;0;0;1;0;8;2;1;7;5
1000017;1A;3;0;2;1;0;0;1;3;3;4;2;4
1000018;1A;5;7;4;0;1;2;1;6;2;3;3;3
1000019;1A;3;5;7;1;7;1;0;7;3;5;8;5
1000020;1A;6;0;10;1;5;0;1;7;2;2;7;3
1000021;1A;4;2;1;1;0;1;0;6;4;2;3;9
1000022;1A;6;3;2;1;4;1;1;0;2;0;0;0
1000023;1A;5;6;4;0;4;0;0;2;0;1;4;8
1000024;1A;2;7;0;0;2;0;0;5;2;3;0;8
1000025;1A;3;4;7;0;8;1;1;5;1;1;5;2
1000026;1A;6;7;6;1;7;1;0;8;1;0;7;8
