Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;10;6;2;1;9;2;3;2;9
1000001;1A;6;5;1;0;9;1;3;1;9
1000002;1A;4;4;1;0;9;1;2;0;1
1000003;1A;2;5;2;0;8;2;1;2;8
1000004;1A;8;2;2;1;6;0;2;0;1
1000005;1A;0;6;2;0;9;0;0;0;9
1000006;1A;7;4;0;0;2;2;2;0;8
1000007;1A;1;0;1;0;9;2;3;1;0
1000008;1A;9;5;0;0;3;0;3;0;4
1000009;1A;0;2;0;0;4;0;0;1;6
1000010;1A;8;3;0;0;1;2;3;1;8
1000011;1A;7;4;2;1;2;0;1;2;1
1000012;1A;10;3;0;1;2;0;2;0;5
1000013;1A;3;4;1;1;4;1;2;1;0
1000014;1A;10;4;2;0;1;0;0;2;1
1000015;1A;4;5;1;0;2;2;2;0;4
1000016;1A;5;4;1;0;9;1;3;2;4
1000017;1A;8;5;2;0;3;2;1;0;3
1000018;1A;8;0;1;1;7;1;3;0;9
1000019;1A;4;1;0;1;4;0;3;2;0
1000020;1A;7;0;1;1;6;1;2;2;2
1000021;1A;4;1;0;1;5;2;1;0;4
1000022;1A;3;3;0;1;9;2;2;0;6
1000023;1A;9;3;0;0;8;1;3;0;9
1000024;1A;1;5;1;1;9;2;0;1;1
1000025;1A;0;0;2;0;0;2;2;0;9
1000026;1A;10;5;1;1;0;2;0;2;8
1000027;1A;2;1;2;1;4;2;1;0;1
1000028;1A;1;0;1;1;0;1;0;0;6
1000029;1A;0;4;0;0;7;2;0;2;5
1000030;1A;7;6;2;0;7;0;0;0;8
