Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3
Meerekenen;;true;true;true;true;true;true;true;true;true
Punten;;2;2;1;7;1;1;10;8;8
1000001;1A;0;1;0;2;1;0;6;2;1
1000002;1A;0;2;0;7;0;0;0;1;8
1000003;1A;0;1;1;5;1;1;5;0;7
1000004;1A;1;2;1;3;0;1;5;4;6
1000005;1A;2;0;1;7;1;0;7;2;8
1000006;1A;0;2;1;6;0;1;3;3;5
1000007;1A;2;1;1;2;0;1;4;1;6
1000008;1A;1;2;1;7;0;0;2;4;3
1000009;1A;1;1;1;7;0;1;9;2;6
1000010;1A;2;2;1;2;1;0;6;2;8
1000011;1A;1;2;0;2;1;0;3;5;7
1000012;1A;0;2;0;6;1;0;10;5;6
1000013;1A;2;1;0;2;1;0;4;6;3
1000014;1A;2;2;1;2;1;1;2;3;8
1000015;1A;0;1;0;2;1;0;1;8;7
1000016;1A;1;0;1;6;0;0;9;3;6
1000017;1A;2;0;0;6;0;1;0;5;5
