Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;9;5;4;8;6;5;9;4;2;4;7;10
1000001;1A;5;1;1;1;5;2;4;4;1;0;6;10
1000002;1A;2;3;1;4;4;3;8;3;2;3;1;7
1000003;1A;0;4;0;7;6;1;4;1;0;3;7;9
1000004;1A;0;3;3;4;4;1;0;1;0;1;1;1
1000005;1A;7;5;0;5;6;0;9;3;2;1;5;3
1000006;1A;1;2;0;2;0;2;7;4;0;4;0;5
1000007;1A;7;2;3;8;4;1;6;0;2;0;5;1
1000008;1A;8;4;3;2;6;0;7;4;2;0;3;2
1000009;1A;1;1;0;6;2;1;7;3;1;3;6;4
1000010;1A;5;1;0;1;3;5;8;0;0;3;4;10
1000011;1A;9;1;3;5;6;1;4;2;1;0;3;2
1000012;1A;6;5;0;7;2;3;9;4;1;3;3;6
1000013;1A;6;3;1;6;1;5;2;2;1;4;2;6
1000014;1A;3;3;3;3;0;3;7;0;2;0;0;7
1000015;1A;3;1;4;4;6;2;8;1;1;4;7;2
1000016;1A;9;3;4;7;6;0;6;2;0;0;2;1
1000017;1A;0;2;4;1;3;1;1;4;1;3;7;7
1000018;1A;9;5;0;0;1;4;6;0;0;0;6;7
1000019;1A;2;3;0;6;3;5;9;4;1;3;5;3
1000020;1A;2;5;1;6;6;5;3;1;0;0;1;5
1000021;1A;4;5;4;3;3;2;4;4;0;2;4;2
1000022;1A;6;3;1;5;1;5;4;0;2;1;6;6
1000023;1A;1;0;0;2;4;4;9;0;2;2;2;5
1000024;1A;6;5;4;3;3;5;5;3;1;0;1;5
1000025;1A;3;1;3;8;6;1;1;3;1;0;2;0
1000026;1A;5;1;4;8;4;0;8;0;2;3;1;3
1000027;1A;4;5;4;7;0;1;6;2;2;4;0;10
1000028;1A;2;0;3;0;5;4;5;0;1;4;1;7
1000029;1A;6;4;3;1;4;1;1;2;0;1;4;3
1000030;1A;4;0;4;6;2;2;6;4;1;3;2;5
1000031;1A;7;4;4;0;3;0;5;3;1;0;0;2
1000032;1A;2;5;0;5;3;5;1;2;1;3;4;1
1000033;1A;8;4;0;7;6;4;2;4;0;0;3;5
1000034;1A;1;3;0;7;2;0;3;4;0;0;5;2
1000035;1A;4;1;0;3;1;3;4;1;2;4;5;5
1000036;1A;1;4;4;0;2;0;0;2;0;0;5;2
1000037;1A;2;5;2;6;4;0;3;3;0;2;4;0
1000038;1A;6;1;0;7;0;2;0;1;2;1;1;10
1000039;1A;1;5;3;5;2;3;5;4;2;1;1;4
1000040;1A;3;0;2;2;3;1;5;2;1;3;3;5
1000041;1A;8;5;0;7;2;4;7;2;2;4;7;3
1000042;1A;0;5;0;5;6;4;3;0;0;1;7;9
1000043;1A;7;5;4;8;3;3;7;4;1;0;5;8
1000044;1A;8;0;3;6;6;4;6;4;0;1;2;9
1000045;1A;1;4;1;7;6;1;8;4;2;3;0;1
1000046;1A;9;3;2;7;5;2;7;4;2;1;3;1
1000047;1A;8;3;4;0;0;4;9;3;2;0;2;5
1000048;1A;4;3;0;2;6;3;0;2;1;4;0;10
1000049;1A;8;2;3;8;0;4;8;4;0;4;4;4
