Deelvraag;;1.1;1.2;1.3;2.1;2.2;2.3;3.1;3.2;3.3;4.1;4.2;4.3;5.1;5.2;5.3;6.1;6.2;6.3
Meerekenen;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true
Punten;;1;2;1;7;7;2;4;4;1;2;3;4;5;7;9;6;10;10
1000001;1A;1;0;1;6;0;2;3;0;1;0;1;1;5;6;3;2;3;3
1000002;1A;1;0;0;1;6;1;1;1;0;1;1;0;0;6;9;0;0;9
1000003;1A;1;1;0;0;2;2;3;1;1;2;0;2;0;5;8;3;4;7
1000004;1A;0;0;1;1;3;1;2;4;0;0;1;1;5;2;3;5;4;7
1000005;1A;1;2;1;7;4;2;4;2;0;0;1;0;2;3;3;3;2;0
1000006;1A;0;0;1;5;2;1;2;2;0;2;3;0;5;0;2;6;2;3
1000007;1A;0;0;1;2;5;0;2;0;0;2;1;2;2;3;3;4;7;8
1000008;1A;1;1;0;4;7;2;2;3;0;2;1;4;5;2;0;0;4;1
1000009;1A;1;2;1;4;4;0;3;2;1;2;1;4;2;3;8;3;6;10
1000010;1A;0;2;1;4;2;1;3;3;0;0;1;3;0;0;2;0;8;8
1000011;1A;0;2;0;7;6;1;2;1;0;0;0;2;3;7;6;5;1;2
1000012;1A;0;1;0;1;6;1;4;4;1;1;2;2;2;5;2;4;7;5
1000013;1A;1;0;1;3;1;1;4;3;1;2;2;2;5;2;6;5;9;10
1000014;1A;0;2;0;5;0;2;1;0;0;2;0;0;0;6;7;6;4;3
1000015;1A;1;2;1;4;6;2;0;1;0;2;0;0;3;6;6;6;8;2
1000016;1A;0;1;1;7;6;2;3;0;1;1;0;1;1;1;6;2;2;7
1000017;1A;0;2;1;1;7;1;4;1;0;0;2;3;0;0;5;6;3;2
1000018;1A;0;1;1;5;4;1;4;4;1;0;0;2;5;2;2;0;1;5
1000019;1A;1;2;1;7;1;0;0;4;1;1;2;2;4;0;7;0;5;1
1000020;1A;1;2;1;2;7;1;4;4;0;1;3;4;0;6;3;0;6;6
1000021;1A;0;1;1;6;6;2;1;1;0;1;1;4;2;4;2;6;2;10
1000022;1A;0;2;0;6;1;1;4;3;0;1;1;2;0;3;1;1;9;8
